ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores
12,Hash Three Points #12,937,79.21000285389019,1,1,14,26,1,1,13,2,1,14,1
780,Hash Three Points #780,938,79.18178380081656,1,1,15,19,1,1,16,2,1,16,1
433,Hash Three Points #433,939,79.11300278165791,1,1,7,26,1,1,16,2,1,17,1
718,Hash Three Points #718,940,79.10069257518967,1,1,14,22,1,1,17,2,1,15,2
912,Hash Three Points #912,941,79.01967251046096,1,1,15,19,1,1,16,3,1,15,1
767,Hash Three Points #767,942,78.98346025611471,1,1,15,19,1,1,17,2,1,16,2
188,Hash Three Points #188,943,78.80229324319124,1,1,16,20,1,1,16,3,1,13,2
370,Hash Three Points #370,944,78.75965194594883,1,1,14,21,1,1,16,3,1,14,1
948,Hash Three Points #948,945,78.65821445442084,1,1,17,19,1,1,14,2,1,16,1
280,Hash Three Points #280,946,78.586603937241,1,1,14,24,1,1,13,2,1,15,2
791,Hash Three Points #791,947,78.54864851244798,1,1,15,17,1,1,16,3,1,17,2
501,Hash Three Points #501,948,78.49734709205354,1,1,16,20,1,1,16,2,1,14,2
841,Hash Three Points #841,949,78.46638159865752,1,1,17,17,1,1,16,3,1,15,1
142,Hash Three Points #142,950,78.46363363309547,1,1,15,24,1,1,14,2,1,13,1
445,Hash Three Points #445,951,78.43939214229587,1,1,14,19,1,1,16,2,1,17,1
957,Hash Three Points #957,952,78.43292262170613,1,1,15,19,1,1,16,2,1,16,2
788,Hash Three Points #788,953,78.42148932936357,1,1,16,22,1,1,16,2,1,13,2
988,Hash Three Points #988,954,78.39214333508104,1,1,15,22,1,1,14,2,1,15,1
421,Hash Three Points #421,955,78.29651324189678,1,1,7,24,1,1,14,2,1,20,1
739,Hash Three Points #739,956,78.27164024262429,1,1,17,20,3,1,14,2,1,13,2
520,Hash Three Points #520,957,78.25052022150426,1,1,17,20,1,1,16,2,1,13,2
190,Hash Three Points #190,958,78.19960076120033,1,1,17,17,1,1,13,2,1,18,2
17,Hash Three Points #17,959,78.1796007871755,1,1,14,20,1,1,17,3,1,13,1
129,Hash Three Points #129,960,78.14941318565431,1,1,15,17,3,1,16,2,1,16,2
478,Hash Three Points #478,961,78.01001581940665,1,1,15,17,3,1,17,2,1,15,1
255,Hash Three Points #255,962,77.96096566118429,1,1,15,20,1,1,14,3,1,15,2
393,Hash Three Points #393,963,77.95517543435687,1,1,7,24,3,1,17,2,1,16,1
605,Hash Three Points #605,964,77.91818778718249,1,1,7,26,1,1,16,2,1,16,1
77,Hash Three Points #77,965,77.89477324864524,1,1,7,22,3,1,17,3,1,16,1
585,Hash Three Points #585,966,77.79027772695765,1,1,7,24,1,1,13,3,1,18,2
34,Hash Three Points #34,967,77.58146790191932,1,1,14,19,1,1,17,3,1,14,1
937,Hash Three Points #937,968,77.54321078709812,1,1,17,19,3,1,14,2,1,13,1
432,Hash Three Points #432,969,77.53466144380675,1,1,17,17,1,1,13,3,1,16,1
15,Hash Three Points #15,970,77.52295728281031,1,1,14,17,1,1,16,3,1,17,2
617,Hash Three Points #617,971,77.47899169247378,1,1,14,21,1,1,13,3,1,15,1
320,Hash Three Points #320,972,77.47251287642172,1,1,14,22,3,1,14,2,1,14,2
158,Hash Three Points #158,973,77.45189255838805,1,1,15,17,1,1,17,3,1,14,2
373,Hash Three Points #373,974,77.2399181109273,1,1,14,21,1,1,16,2,1,14,2
324,Hash Three Points #324,975,77.19331643157301,1,1,7,26,1,1,14,3,1,16,1
398,Hash Three Points #398,976,77.06597450479504,1,1,7,26,3,1,17,2,1,13,2
480,Hash Three Points #480,977,77.02211220460217,1,1,15,17,1,1,17,3,1,14,1
987,Hash Three Points #987,978,76.98095057731425,1,1,7,22,1,1,17,3,1,17,1
1008,Hash Three Points #1008,979,76.95168696303192,1,1,14,20,1,1,17,2,1,14,1
668,Hash Three Points #668,980,76.91288910553035,1,1,15,22,1,1,14,2,1,14,2
933,Hash Three Points #933,981,76.87959049769796,1,1,7,26,3,1,16,2,1,13,2
626,Hash Three Points #626,982,76.83174173509838,1,1,7,24,1,1,16,3,1,15,1
332,Hash Three Points #332,983,76.82354902363953,1,1,14,20,1,1,16,3,1,13,2
513,Hash Three Points #513,984,76.81508764770737,1,1,14,19,3,1,14,2,1,15,1
864,Hash Three Points #864,985,76.75912753492582,1,1,7,24,1,1,17,2,1,16,1
431,Hash Three Points #431,986,76.7126629516608,1,1,7,26,1,1,16,3,1,13,1
251,Hash Three Points #251,987,76.32811655838753,1,1,15,17,1,1,16,2,1,16,2
787,Hash Three Points #787,988,76.09924738164814,1,1,18,17,1,1,13,3,1,13,1
818,Hash Three Points #818,989,75.86535994950505,1,1,14,17,1,1,13,3,1,17,2
473,Hash Three Points #473,990,75.83187207415472,1,1,7,24,1,1,14,3,1,16,2
692,Hash Three Points #692,991,75.81715001060707,1,1,7,24,3,1,14,3,1,15,1
902,Hash Three Points #902,992,75.6397418331989,1,1,7,26,1,1,14,3,1,15,1
141,Hash Three Points #141,993,75.6236178742475,1,1,7,21,3,1,16,2,1,17,1
968,Hash Three Points #968,994,75.31863901595413,1,1,15,17,1,1,16,2,1,15,1
698,Hash Three Points #698,995,75.13325267659836,1,1,7,22,1,1,16,3,1,16,1
212,Hash Three Points #212,996,74.9514993279886,1,1,14,21,1,1,14,2,1,14,2
610,Hash Three Points #610,997,74.94134873582502,1,1,15,17,1,1,17,2,1,14,2
401,Hash Three Points #401,998,74.87630583823903,1,1,15,17,3,1,14,2,1,15,1
543,Hash Three Points #543,999,74.47845760198402,1,1,16,20,1,1,13,2,1,13,2
906,Hash Three Points #906,1000,74.47100040439554,1,1,7,24,1,1,16,3,1,13,1
1009,Hash Three Points #1009,1000,74.47100040439554,1,1,7,24,1,1,13,3,1,16,1
765,Hash Three Points #765,1002,74.0610376305618,1,1,7,20,1,1,16,3,1,17,1
402,Hash Three Points #402,1003,73.92643334420126,1,1,7,19,3,1,16,2,1,17,2
58,Hash Three Points #58,1004,73.65252231219156,1,1,7,24,1,1,14,2,1,16,1
705,Hash Three Points #705,1005,73.60130572417455,1,1,7,19,3,1,16,3,1,15,1
446,Hash Three Points #446,1006,73.43690129242904,1,1,7,24,1,1,16,2,1,13,1
93,Hash Three Points #93,1007,73.20806623740908,1,1,7,17,1,1,16,3,1,18,1
222,Hash Three Points #222,1008,73.04430992275007,1,1,7,26,1,1,14,2,1,13,1
786,Hash Three Points #786,1009,72.83926399545612,1,1,7,24,1,1,14,3,1,14,2
960,Hash Three Points #960,1010,72.68505458578403,1,1,14,20,1,1,13,2,1,13,1
856,Hash Three Points #856,1011,72.63073157639738,1,1,7,19,1,1,17,3,1,15,2
166,Hash Three Points #166,1012,72.31072254972041,1,1,7,19,1,1,16,3,1,16,1
428,Hash Three Points #428,1013,72.18319113020978,1,1,14,17,3,1,13,2,1,14,2
537,Hash Three Points #537,1014,71.83366489777012,1,1,7,21,1,1,16,2,1,15,1
195,Hash Three Points #195,1015,71.67201197286474,1,1,7,20,1,1,17,3,1,13,1
411,Hash Three Points #411,1016,70.44690955896772,1,1,7,24,1,1,13,2,1,14,1
649,Hash Three Points #649,1017,70.25901882934528,1,1,7,17,1,1,13,3,1,18,1
989,Hash Three Points #989,1018,69.9585756242225,1,1,7,22,1,1,14,2,1,15,2
526,Hash Three Points #526,1019,69.88639960926844,1,1,7,19,1,1,13,3,1,16,1
173,Hash Three Points #173,1020,68.17414836438562,1,1,7,20,1,1,14,3,1,13,1
669,Hash Three Points #669,1021,67.81062253726162,1,1,7,17,1,1,16,2,1,16,1
809,Hash Three Points #809,1022,67.29947817082088,1,1,7,21,1,1,13,2,1,13,1
671,Hash Three Points #671,1023,66.83553287570628,1,1,7,17,1,1,14,3,1,15,1
516,Hash Three Points #516,1024,66.35858748217501,1,1,7,19,1,1,14,2,1,14,2
