ID,Name,Rank,Rarity_Score,Attributes-Scores,Centered-Scores,Color Palette-Scores,Extra Rotation-Scores,Outlined-Scores,Padding-Scores,Petals-Scores,Segments-Scores,Shape Type-Scores,Shrink-Scores,Use Palette Background-Scores,X Movement-Scores,Y Movement-Scores
624,Hash Three Points #624,641,293.9981994778047,1,1,17,24,1,15,14,2,5,16,1,78,113
65,Hash Three Points #65,642,293.89157922587026,1,1,17,78,1,1,14,3,1,18,1,78,73
72,Hash Three Points #72,643,293.85979302101026,1,1,15,24,3,1,13,2,1,13,1,85,128
838,Hash Three Points #838,644,293.0014491308497,1,1,14,46,3,22,14,3,1,17,1,51,113
399,Hash Three Points #399,645,292.7966291352799,1,1,17,24,1,1,16,3,1,15,1,113,93
1011,Hash Three Points #1011,646,292.48769039464474,1,1,17,26,1,17,16,3,5,14,1,93,93
830,Hash Three Points #830,647,292.4367992915012,1,1,14,53,1,17,14,2,5,18,2,68,93
852,Hash Three Points #852,648,292.0926050658553,1,1,16,85,1,22,14,3,1,13,2,73,56
382,Hash Three Points #382,649,291.9534916492011,1,1,15,24,3,22,17,2,1,15,2,56,128
7,Hash Three Points #7,650,291.64730790174815,1,1,14,24,3,1,17,3,1,15,1,102,102
835,Hash Three Points #835,651,291.5716503323174,1,1,16,24,1,22,17,2,1,15,2,73,113
511,Hash Three Points #511,652,291.5359493988768,1,1,14,26,3,17,16,2,5,17,1,93,93
1017,Hash Three Points #1017,653,291.49892698120425,1,1,15,46,1,1,14,3,1,15,1,73,113
949,Hash Three Points #949,654,291.4616996274733,1,1,16,39,1,15,16,2,5,15,1,102,73
915,Hash Three Points #915,655,290.9141506899262,1,1,14,21,1,22,20,2,1,17,2,73,113
758,Hash Three Points #758,656,290.625968478499,1,1,17,33,1,14,16,3,5,16,2,51,128
961,Hash Three Points #961,657,290.23706386347715,1,1,7,39,1,15,14,3,1,15,1,102,85
83,Hash Three Points #83,658,290.05470048120117,1,1,15,24,1,1,16,3,1,16,2,102,102
44,Hash Three Points #44,659,289.59328825755824,1,1,15,26,1,15,14,2,5,16,2,85,102
228,Hash Three Points #228,660,289.55656332493015,1,1,17,27,1,14,17,3,5,17,2,78,102
853,Hash Three Points #853,661,289.48732034749673,1,1,17,42,1,14,20,2,5,16,2,102,64
614,Hash Three Points #614,662,289.4652759572018,1,1,7,53,1,13,14,3,1,14,1,73,102
452,Hash Three Points #452,663,289.2532934778999,1,1,15,17,3,15,14,2,1,16,1,113,85
193,Hash Three Points #193,664,289.1917166217023,1,1,15,26,1,22,14,2,1,15,1,73,113
929,Hash Three Points #929,665,289.16534992005575,1,1,16,24,1,13,17,3,1,15,1,128,64
118,Hash Three Points #118,666,289.1492184702512,1,1,16,31,1,15,17,2,1,17,2,68,113
562,Hash Three Points #562,667,289.1260312696547,1,1,17,22,3,13,16,3,1,18,2,102,85
776,Hash Three Points #776,668,288.79447396676096,1,1,15,26,3,1,16,2,1,17,2,85,113
710,Hash Three Points #710,669,288.3342775692207,1,1,7,53,1,1,20,3,1,15,1,51,128
773,Hash Three Points #773,670,288.05496247063724,1,1,17,24,1,17,17,3,5,15,1,68,113
736,Hash Three Points #736,671,287.73996274977765,1,1,7,33,1,15,16,3,1,16,1,85,102
916,Hash Three Points #916,672,287.7303334022875,1,1,7,31,1,13,16,3,1,16,1,78,113
260,Hash Three Points #260,673,287.5069268031972,1,1,18,31,1,1,17,3,1,17,1,44,146
580,Hash Three Points #580,674,287.3851865546484,1,1,15,24,3,1,14,2,1,13,1,113,93
514,Hash Three Points #514,675,286.8743534483033,1,1,16,24,1,22,17,2,1,15,2,113,68
267,Hash Three Points #267,676,286.8242516731823,1,1,15,42,1,15,16,3,1,13,2,93,78
428,Hash Three Points #428,677,286.7355720825907,1,1,14,17,3,1,13,2,1,14,2,68,146
1018,Hash Three Points #1018,678,286.70160677770417,1,1,16,22,1,14,13,3,5,16,1,146,42
447,Hash Three Points #447,679,286.6862377176503,1,1,18,27,1,17,17,3,5,16,1,113,60
629,Hash Three Points #629,680,286.4831707821131,1,1,16,42,3,1,16,2,1,16,2,68,113
725,Hash Three Points #725,681,286.2144272539529,1,1,15,24,1,1,17,3,1,14,2,128,73
213,Hash Three Points #213,682,286.1905523126237,1,1,15,24,1,17,14,3,1,17,1,56,128
78,Hash Three Points #78,683,285.54034876441995,1,1,15,20,1,1,16,3,1,16,1,102,102
819,Hash Three Points #819,684,285.2786527507994,1,1,15,17,1,15,16,2,1,15,2,68,128
588,Hash Three Points #588,685,285.19459971258215,1,1,16,46,3,17,16,2,5,16,2,78,78
986,Hash Three Points #986,686,285.1837561668659,1,1,17,26,1,17,14,2,1,17,2,68,113
998,Hash Three Points #998,687,285.0655889895788,1,1,16,30,1,1,16,2,1,16,2,102,93
546,Hash Three Points #546,688,285.0152270372296,1,1,16,42,1,15,14,3,5,17,1,85,78
568,Hash Three Points #568,689,284.97973967612603,1,1,16,24,1,15,13,2,5,13,1,102,85
951,Hash Three Points #951,690,284.96661845419317,1,1,15,27,1,1,13,3,1,14,1,73,128
999,Hash Three Points #999,691,284.91776204958114,1,1,14,33,1,1,13,2,1,17,2,68,128
481,Hash Three Points #481,692,284.22771335729544,1,1,15,19,1,22,13,3,1,14,1,60,128
798,Hash Three Points #798,693,284.17084768325685,1,1,17,30,1,14,13,2,5,13,2,68,113
634,Hash Three Points #634,694,284.16379234042756,1,1,15,31,1,22,17,2,1,14,1,102,73
43,Hash Three Points #43,695,284.1603417742323,1,1,18,31,1,1,16,3,1,17,1,85,102
775,Hash Three Points #775,696,284.06570440586904,1,1,18,24,1,1,16,2,1,17,1,93,102
699,Hash Three Points #699,697,283.8440811488113,1,1,17,20,3,1,17,2,1,15,2,73,128
525,Hash Three Points #525,698,283.5360594588375,1,1,16,24,1,1,16,3,1,17,2,93,102
436,Hash Three Points #436,699,283.4019074169788,1,1,16,27,1,1,16,2,1,16,2,102,93
607,Hash Three Points #607,700,283.3993622727311,1,1,18,26,3,22,16,3,1,15,1,128,42
127,Hash Three Points #127,701,283.2388845983952,1,1,14,24,1,22,17,2,1,20,2,102,73
752,Hash Three Points #752,702,283.18136555624477,1,1,15,20,1,14,14,3,5,16,1,102,85
1000,Hash Three Points #1000,703,283.02317162062803,1,1,15,27,1,1,16,3,1,15,2,68,128
839,Hash Three Points #839,704,282.99951921484217,1,1,17,42,1,13,16,2,1,14,1,56,113
733,Hash Three Points #733,705,282.82037123558916,1,1,16,24,1,14,13,2,5,13,2,73,113
578,Hash Three Points #578,706,282.737641682922,1,1,14,19,3,15,16,2,5,13,1,60,128
631,Hash Three Points #631,707,282.51122658551856,1,1,14,46,3,1,16,3,1,15,1,73,102
309,Hash Three Points #309,708,282.46894246392446,1,1,15,17,1,22,17,3,1,20,1,85,93
945,Hash Three Points #945,709,282.4610894722921,1,1,16,30,1,22,13,3,1,14,2,73,102
575,Hash Three Points #575,710,282.45504118213285,1,1,16,22,1,15,17,3,5,14,1,68,113
561,Hash Three Points #561,711,282.4301477700035,1,1,15,21,3,15,14,2,5,14,1,93,93
712,Hash Three Points #712,712,281.9833810011606,1,1,16,30,3,15,16,2,5,17,2,85,85
356,Hash Three Points #356,713,281.64557003593563,1,1,15,53,1,1,16,3,1,17,2,102,64
265,Hash Three Points #265,714,281.52912592459717,1,1,15,24,3,17,17,2,1,14,1,102,78
37,Hash Three Points #37,715,281.52719016071245,1,1,16,24,1,13,16,2,1,15,1,73,113
91,Hash Three Points #91,716,281.31326870257885,1,1,17,31,1,15,20,2,1,17,2,102,68
635,Hash Three Points #635,717,281.08637871806894,1,1,15,19,1,22,16,2,1,16,2,68,113
189,Hash Three Points #189,718,280.7759015583753,1,1,17,26,1,1,16,2,1,17,2,113,78
217,Hash Three Points #217,719,280.77548476883555,1,1,16,24,1,14,17,2,5,17,2,85,93
913,Hash Three Points #913,720,280.7119945410734,1,1,17,24,1,13,16,3,1,15,2,68,113
47,Hash Three Points #47,721,280.6943477484772,1,1,7,21,1,17,16,2,5,14,1,44,146
126,Hash Three Points #126,722,280.0626124883326,1,1,16,24,1,22,13,2,1,16,2,113,64
849,Hash Three Points #849,723,279.34635770571896,1,1,17,31,1,1,14,2,1,15,1,44,146
311,Hash Three Points #311,724,279.1760855762317,1,1,7,30,3,1,14,3,1,13,1,113,85
223,Hash Three Points #223,725,279.09241293679736,1,1,14,30,3,1,14,2,1,15,1,113,78
117,Hash Three Points #117,726,279.0138383343154,1,1,14,26,1,13,17,3,1,15,2,68,113
235,Hash Three Points #235,727,278.44484645991787,1,1,16,33,1,1,14,2,1,17,2,73,113
159,Hash Three Points #159,728,278.2064446232528,1,1,14,24,1,17,14,3,1,14,1,68,113
663,Hash Three Points #663,729,278.18463724360686,1,1,7,53,1,1,14,3,1,14,1,73,102
49,Hash Three Points #49,730,278.1440590219056,1,1,15,26,1,15,14,2,1,16,2,102,78
767,Hash Three Points #767,731,278.0945713672258,1,1,15,19,1,1,17,2,1,16,2,85,113
885,Hash Three Points #885,732,277.72919974359206,1,1,17,27,1,1,17,2,1,16,2,73,113
290,Hash Three Points #290,733,277.5722504035431,1,1,17,33,1,15,14,3,1,14,1,44,128
681,Hash Three Points #681,734,277.5075084270273,1,1,16,46,1,13,16,3,1,15,2,13,146
678,Hash Three Points #678,735,276.9688544298947,1,1,14,24,1,22,13,3,1,15,2,102,73
138,Hash Three Points #138,736,276.8210494023599,1,1,7,42,1,15,17,3,5,17,2,93,68
653,Hash Three Points #653,737,276.7484032206906,1,1,15,19,1,15,16,2,1,18,1,68,113
539,Hash Three Points #539,738,276.3006472530967,1,1,17,19,1,17,16,3,1,18,1,102,73
494,Hash Three Points #494,739,276.13685526659543,1,1,16,27,3,22,14,3,1,16,1,102,64
966,Hash Three Points #966,740,275.27670102028895,1,1,15,26,3,1,16,3,1,14,2,102,85
935,Hash Three Points #935,741,275.17986065760897,1,1,17,30,1,13,13,2,1,16,2,102,73
171,Hash Three Points #171,742,275.16979250089076,1,1,7,24,3,14,17,2,5,16,1,102,78
870,Hash Three Points #870,743,275.0222695765125,1,1,7,31,1,17,14,2,1,13,1,68,113
596,Hash Three Points #596,744,274.36057961528155,1,1,16,53,3,14,14,2,5,14,2,68,78
134,Hash Three Points #134,745,274.11526321228746,1,1,7,19,1,15,16,2,1,15,1,44,146
880,Hash Three Points #880,746,273.81641951452053,1,1,17,27,3,1,16,3,1,16,1,113,68
264,Hash Three Points #264,747,273.8082766761607,1,1,15,48,1,13,14,3,1,17,1,85,68
227,Hash Three Points #227,748,273.75753023148854,1,1,16,31,1,1,17,3,1,14,2,113,68
700,Hash Three Points #700,749,273.44935521170703,1,1,15,53,1,17,16,2,1,14,1,68,78
379,Hash Three Points #379,750,273.34714125430423,1,1,15,30,1,1,13,2,1,16,1,73,113
652,Hash Three Points #652,751,273.2061652200293,1,1,17,17,1,17,16,2,1,13,1,113,68
933,Hash Three Points #933,752,273.1462571643646,1,1,7,26,3,1,16,2,1,13,2,68,128
923,Hash Three Points #923,753,272.39587993912835,1,1,14,26,3,1,17,3,1,14,2,93,93
194,Hash Three Points #194,754,272.3567622029576,1,1,17,31,1,1,16,3,1,17,1,113,64
66,Hash Three Points #66,755,272.08103633306916,1,1,17,53,1,22,16,2,1,15,2,44,93
898,Hash Three Points #898,756,271.52263228489426,1,1,17,26,1,1,14,3,1,13,2,73,113
221,Hash Three Points #221,757,271.47439452068966,1,1,15,24,1,14,17,3,5,13,1,68,102
816,Hash Three Points #816,758,271.09161880358613,1,1,17,24,1,1,16,2,1,14,2,73,113
257,Hash Three Points #257,759,270.761163738888,1,1,15,53,3,1,16,2,1,14,2,44,113
667,Hash Three Points #667,760,270.3763267167676,1,1,15,21,1,13,16,3,1,17,1,73,102
419,Hash Three Points #419,761,270.1422290369801,1,1,7,24,1,15,14,3,1,16,2,102,78
937,Hash Three Points #937,762,270.0902193341067,1,1,17,19,3,1,14,2,1,13,1,78,113
938,Hash Three Points #938,763,270.0047779063893,1,1,7,26,1,13,16,2,1,18,1,51,128
316,Hash Three Points #316,764,269.6809274921409,1,1,15,24,3,15,16,2,1,16,2,56,113
1008,Hash Three Points #1008,765,269.4986955100405,1,1,14,20,1,1,17,2,1,14,1,113,78
518,Hash Three Points #518,766,269.3723373926953,1,1,7,30,1,1,17,2,1,17,1,113,73
627,Hash Three Points #627,767,268.82005095706137,1,1,17,26,1,17,17,2,5,15,1,102,60
62,Hash Three Points #62,768,268.7357383593535,1,1,17,26,3,17,16,3,5,16,1,85,73
730,Hash Three Points #730,769,268.19799682337737,1,1,16,31,3,22,16,2,1,17,2,68,85
527,Hash Three Points #527,770,267.7332311545579,1,1,17,46,1,1,16,3,1,13,2,68,93
813,Hash Three Points #813,771,267.47363650615796,1,1,17,30,1,1,17,2,1,13,1,85,93
648,Hash Three Points #648,772,267.29715580043904,1,1,17,22,1,14,16,2,5,14,2,102,68
707,Hash Three Points #707,773,267.16852963772675,1,1,14,24,3,13,17,3,1,14,1,68,102
453,Hash Three Points #453,774,266.55607845519586,1,1,17,46,1,17,14,2,5,17,1,73,68
236,Hash Three Points #236,775,266.2041564064817,1,1,14,17,1,15,14,2,1,14,2,68,113
858,Hash Three Points #858,776,266.2011166994176,1,1,17,42,1,17,17,2,1,16,2,60,85
5,Hash Three Points #5,777,265.99487776184014,1,1,16,30,1,14,16,3,5,13,2,93,68
10,Hash Three Points #10,778,265.9354064495484,1,1,17,26,1,1,13,2,1,15,2,68,113
609,Hash Three Points #609,779,265.91917144287515,1,1,18,20,1,1,16,3,1,18,1,85,93
515,Hash Three Points #515,780,265.22612498621214,1,1,16,53,1,14,20,2,5,16,2,68,64
962,Hash Three Points #962,781,265.1173755487527,1,1,7,21,1,13,14,2,1,20,1,93,85
553,Hash Three Points #553,782,264.5996926708988,1,1,7,21,1,13,14,3,1,15,1,68,113
17,Hash Three Points #17,783,264.3614189689937,1,1,14,20,1,1,17,3,1,13,1,93,93
995,Hash Three Points #995,784,264.0618597991323,1,1,16,24,3,1,13,2,1,15,2,113,68
64,Hash Three Points #64,785,263.9835284624559,1,1,16,26,3,15,13,2,1,16,2,78,85
120,Hash Three Points #120,786,263.9118773994521,1,1,17,26,1,1,13,3,1,15,1,85,93
921,Hash Three Points #921,787,263.70468569357,1,1,14,22,1,14,14,2,5,14,1,93,78
281,Hash Three Points #281,788,263.4820270436255,1,1,15,53,1,1,16,3,1,15,1,85,64
470,Hash Three Points #470,789,262.9520007663514,1,1,7,24,1,15,16,2,5,14,1,78,93
905,Hash Three Points #905,790,262.948549484707,1,1,17,26,1,1,20,3,1,14,2,93,78
405,Hash Three Points #405,791,262.36051165072536,1,1,17,30,1,1,14,2,1,16,2,60,113
872,Hash Three Points #872,792,262.09139978740313,1,1,16,22,1,22,14,2,1,16,1,68,93
105,Hash Three Points #105,793,261.83488114288923,1,1,14,48,3,1,20,3,1,17,1,73,73
387,Hash Three Points #387,794,261.66281221141213,1,1,15,33,1,1,13,3,1,16,2,128,42
1016,Hash Three Points #1016,795,261.5219057951575,1,1,18,24,1,17,17,3,1,15,1,113,42
517,Hash Three Points #517,796,261.42660858792743,1,1,18,33,3,1,20,3,1,13,1,93,68
822,Hash Three Points #822,797,261.2496743046256,1,1,14,30,1,15,17,2,1,15,1,102,56
45,Hash Three Points #45,798,261.0976569815939,1,1,15,24,1,15,16,3,5,20,2,93,60
887,Hash Three Points #887,799,260.98578203787184,1,1,15,39,1,22,20,2,1,14,1,128,12
804,Hash Three Points #804,800,260.7623381451515,1,1,16,27,1,1,16,2,1,18,2,113,56
46,Hash Three Points #46,801,260.653062528589,1,1,16,31,1,22,14,2,1,15,1,78,73
178,Hash Three Points #178,802,260.46711853082877,1,1,15,24,1,1,17,3,1,13,2,113,64
349,Hash Three Points #349,803,260.3697936150236,1,1,16,26,1,1,14,2,1,16,2,102,73
198,Hash Three Points #198,804,260.26289737374424,1,1,16,24,3,1,17,3,1,16,1,102,68
467,Hash Three Points #467,805,260.064404963966,1,1,15,24,1,1,16,2,1,14,2,51,128
478,Hash Three Points #478,806,260.05446026385107,1,1,15,17,3,1,17,2,1,15,1,68,113
225,Hash Three Points #225,807,259.9613012830509,1,1,17,46,1,1,16,3,1,15,1,78,73
658,Hash Three Points #658,808,259.89351651254924,1,1,14,31,1,1,16,2,1,16,1,56,113
287,Hash Three Points #287,809,259.8600350406747,1,1,17,24,3,17,17,2,5,18,2,93,56
210,Hash Three Points #210,810,259.6916752588258,1,1,7,24,1,17,14,3,1,13,1,102,68
800,Hash Three Points #800,811,259.1972037800171,1,1,16,39,1,1,17,2,1,17,2,73,85
237,Hash Three Points #237,812,258.94604154248844,1,1,17,22,1,14,14,3,5,13,2,102,60
179,Hash Three Points #179,813,258.0617279054654,1,1,16,30,1,13,16,2,1,13,2,146,12
662,Hash Three Points #662,814,257.9750446951013,1,1,14,24,1,22,16,3,1,15,2,68,85
964,Hash Three Points #964,815,257.7179220889957,1,1,16,24,1,15,14,2,5,16,2,93,64
370,Hash Three Points #370,816,257.18389437019124,1,1,14,21,1,1,16,3,1,14,1,93,85
303,Hash Three Points #303,817,257.15184286594945,1,1,15,30,3,22,17,3,1,13,2,60,85
970,Hash Three Points #970,818,257.0827947895096,1,1,16,26,1,17,14,2,5,16,2,68,85
692,Hash Three Points #692,819,256.9863807798379,1,1,7,24,3,1,14,3,1,15,1,102,78
610,Hash Three Points #610,820,256.98579318026947,1,1,15,17,1,1,17,2,1,14,2,68,113
745,Hash Three Points #745,821,256.87510420929823,1,1,15,27,1,14,14,3,5,18,1,73,78
688,Hash Three Points #688,822,256.70549613466176,1,1,14,46,1,1,16,2,1,15,2,68,85
362,Hash Three Points #362,823,256.48125876000984,1,1,17,24,1,1,14,2,1,17,2,68,102
770,Hash Three Points #770,824,256.0660910742,1,1,7,39,1,14,17,3,5,14,2,85,64
330,Hash Three Points #330,825,255.94797327006148,1,1,7,31,1,22,16,2,1,16,1,85,68
110,Hash Three Points #110,826,255.92075615913512,1,1,7,48,1,22,14,3,1,15,1,68,68
766,Hash Three Points #766,827,255.72914289183103,1,1,16,22,1,17,13,2,5,15,1,44,113
211,Hash Three Points #211,828,255.42808558329943,1,1,15,30,3,1,14,2,1,17,2,51,113
