ID,Name,Rank,Rarity_Score,Animal,Attributes,Beard,Boots,Hat,Jacket,Pants,Profession,Sword,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
124,RASCAL DUKE | TEZOS PIRATE 124/666,1,346.1458652393,Common Animal,8,Common Beard,Uncommon Boots,Legendary Hat,Rare Jacket,Common Pants,Captain,Epic Sword,ipfs://QmPXNB2RfKmzozhYtGvr66voN88CdQRYntYbRFj8cvwFK5,ipfs://QmUBcdUWtApgfpQaytw4T3yg32ao1cTm5AxSRFZuGVCR1Z,ipfs://Qmf2sV5S6RjJHP3UaZZyyrtqBsk4y7FeXxtoy6Y61UPCPY,ipfs://QmXx9ypCDeBxCMFD24XG3eCUr5kJvHEFxYUXBURkxuhJSE
260,BILL RAIDER | TEZOS PIRATE 260/666,2,309.092711432,Uncommon Animal,8,Uncommon Beard,Common Boots,Legendary Hat,Common Jacket,Common Pants,Captain,Common Sword,ipfs://QmW5Ymng4AndewC6iQvMTKjtsuiSRgG9DmoAv4fZdfVsz4,ipfs://QmPbUMwFUcKZ9b2Kf6GQ7sN9jsfthKTUPBNWQUZkT4LH5j,ipfs://QmcYvxfw9pSToR3vw694PLFScrG1vSee28XExD67mqihLj,ipfs://QmZW9N36goxqRHZKDLJauJdYjaKpCkq9qT6Y2QyJNuf8CK
24,SAVAGE THE EVIL | TEZOS PIRATE 24/666,3,236.878325715,Legendary Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Epic Pants,Captain,Uncommon Sword,ipfs://QmNdjSw3YE8NtaBYZDVQd2fqYLVutujQ7SgRdmBBqBSnNA,ipfs://QmY6iQJ3vX36DP469NbZkGXbb6CTNfS7s6pX2YEwBUQ48y,ipfs://QmdUNeP7rFpn6os2inbxHa73SoiDu3Qmvjv4U46YztM6a4,ipfs://QmdMKtovAZwgnBg64NKJjVwZZVBHKnEvSP2t1Ft7euoB4k
39,EXECUTIONER HAYWARD | TEZOS PIRATE 39/666,4,220.8416418576,Legendary Animal,8,Rare Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Captain,Common Sword,ipfs://QmaDQQjDnJsBg7Nx5oGZ2YT4nQPySR3jGMeAVLF9zrNMfr,ipfs://QmWNFUA7iZJrtCvCqqKgcWHUuAMz73D7HekhEJRd3bYMMX,ipfs://QmPFUSm1gH5oFt37dFyG2TZneuUsF4onHsC8vKp2VoBa1S,ipfs://Qmb3Ym2DV9BHyJSjvcruo5Eje3Z3oLDpW8JsFiTnuQfCyD
430,CRAFTY RHYS | TEZOS PIRATE 430/666,5,219.2025022618,Legendary Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Uncommon Pants,Captain,Common Sword,ipfs://QmQGi6714y9DDdnoy13Dx1qa75NMMhypw9oQJcHh5Po6Mz,ipfs://QmTxTPKG1HYEgCbMmFXJXBbeCLSFNUbZZEoNaKvjmGB4X5,ipfs://QmPVeCdsk6Ft9YcFt2Hn5Uuz82yc6y1qhXsdbyTFtmzQgb,ipfs://QmdFNqGU3gwNjRXYi5qLuQyBB7UQkmXs7fNSLqUdtCHxKq
419,DIRTY KENT | TEZOS PIRATE 419/666,6,180.4076884817,Common Animal,8,Rare Beard,Legendary Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Captain,Rare Sword,ipfs://QmVzu3vPouRLP8MR2eBqPzNEtnpsWgLGFFJHsp3xj719aC,ipfs://QmXynMuqikp8TexDHBB7E4y8NSxhUpMgnuqMb8fdCh9VFD,ipfs://QmYXUYMVAQbNqPBbEguchTaw1FFxRZCBoe9xYFHGQ4G8zN,ipfs://Qmd79fSJT1ZgAFxo8bvK7whiyPgmnEytpCR4xdibpvJpJu
394,DAVE BRISTOL | TEZOS PIRATE 394/666,7,174.9709065192,Uncommon Animal,8,Common Beard,Legendary Boots,Common Hat,Uncommon Jacket,Rare Pants,Captain,Uncommon Sword,ipfs://QmRPFxxCQAREgf87DtZuzBTmZmbbaLfMExgGqZHjvEULkG,ipfs://QmV5V68rsdPaybPy75Q77zNA15FAZx1CwqKSC8G6vnooPU,ipfs://QmRYWZVHSLkSExkhzgY6ygeXcJzNpEYvzJyU4L8Ejn2239,ipfs://QmRBEzJwFGeVfN3jWzii7aNnmuMq7SmWRhZUENK7yYjbX8
414,THOMAS EMMIT | TEZOS PIRATE 414/666,8,173.8826405153,Uncommon Animal,8,Common Beard,Legendary Boots,Rare Hat,Uncommon Jacket,Common Pants,Captain,Common Sword,ipfs://QmdbufTeWsQPx8xkEYvZyZkWLsXtjjwPEkKeXudUYZFZYy,ipfs://QmQ29J33cP8P3vrpf91Dhi9gBxq2SDR7y9pzXYuHn9bqgv,ipfs://QmRnuy6poJzawy3ZS6ri82row6bUNMhMAu6CitL7m1bRhz,ipfs://QmU8tttJbZ7c3rHmAkeCuVV8hMbfQwiq4Z85mgjFKFqZen
51,FRANK RAIDER | TEZOS PIRATE 51/666,9,173.7811399062,Uncommon Animal,8,Common Beard,Legendary Boots,Common Hat,Common Jacket,Common Pants,Captain,Rare Sword,ipfs://QmNVuzMRuCB2nE98t1DHTGWBDuUg4TL14ezuCR5BY8C6mw,ipfs://QmRPTRgMdEbnXVD89G9DL2V6qsH3sp8ZKJrvsDq6j7LorF,ipfs://QmNmMTvtxpVWmNu64NzDEr5WYghZHTGfYokDnCJw14cXXe,ipfs://QmQhtV86LT4KwP8p3g6VrCByNAUkDYYULXuBZAELNyLQsn
237,BEACON WITHER | TEZOS PIRATE 237/666,10,159.8753657322,Uncommon Animal,8,Common Beard,Epic Boots,Common Hat,Common Jacket,Legendary Pants,Captain,Epic Sword,ipfs://QmW9TLQXesiH6MkpfQw8JP9Q4fGNV422XznvEuDVBsVWvb,ipfs://QmPNFFqpKDkFnWa3QSmqzsSQogQtuA7RHePPbo6QWydPs5,ipfs://QmfXTJeQVohB7n91x2vucaVaewJ6PWY3ZCL7pMYawKf8iz,ipfs://QmQwPfXqtiDLc4mCXtZ9n9SeadXojbWsxKBW66EYYdzpZR
449,WILLIAM STRAW HAT | TEZOS PIRATE 449/666,11,147.0025630541,Uncommon Animal,8,Common Beard,Rare Boots,Uncommon Hat,Uncommon Jacket,Legendary Pants,Captain,Epic Sword,ipfs://QmRbrApW2Jo7PhDvXKtV4jXahjxzpC3eEUguUKdhJg7eVq,ipfs://Qmbp2gLAUFheVLB1RijE8JV1J9Hk9WJHR5We1kiM3EFFc1,ipfs://QmRuQSvmhCkFDtVyHbB9KN8hAC9odenYFJkqo9mFgcRXKV,ipfs://QmR4a7QMi5ik6sLKrtGsRaSghVX8X6PdkRsMxYSRhFaKHW
50,CRAFTY THORPE | TEZOS PIRATE 50/666,12,141.7680108856,Uncommon Animal,8,Legendary Beard,Epic Boots,Common Hat,Uncommon Jacket,Common Pants,Captain,Common Sword,ipfs://QmbLvAcrSWRdHz9hy4PBb66kjP88qQPTG2uV7NsAngm5es,ipfs://QmYHj57Wgo4Kcz7rc3ZsevYvuKRBFKv9qvWdmkKdCG5Rgp,ipfs://QmRnm4XrG547wLcBkKB8bH3foJqrTxt6t5iv1a68VsLuAP,ipfs://QmQckwLEXBQ8SzrEhckZ7mdPjMn7trXQMmD1mjnSFsbmZR
264,OLD EMMIT | TEZOS PIRATE 264/666,13,131.876632014,Rare Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Legendary Jacket,Uncommon Pants,Captain,Epic Sword,ipfs://QmRMATG98jfzUFF1XXxR1e1ENKZXNvReKKGawksb4iUoKi,ipfs://QmTpGkESzkYr7goSakuCBch18FDLjsn5Qca7BacB1kSTjL,ipfs://QmeRMvs5RKtLoutTj8vuWUeQhrgvRm3G7WNrkp9hZ5BaRS,ipfs://QmQToPJfXyMu7Xfdf7JPvyEGoVtiS8toQ5oLgdyUuFtvmm
272,BLOODY SHELLEY | TEZOS PIRATE 272/666,14,128.6932526764,Uncommon Animal,8,Legendary Beard,Common Boots,Uncommon Hat,Rare Jacket,Common Pants,Captain,Uncommon Sword,ipfs://QmafMGTjFdGq6s2Y2x5muqDFSqdHCBWKuvdiioZkBuGLdp,ipfs://QmQ3TP9BSYzUdmz6Jtu6ANkrgzt2FE3tMCrDiVNHNQNfUC,ipfs://QmYb64Kx9MHkmxGnyjW3ve9H2DLD7BEwyMaePEk2NfYQJP,ipfs://QmX75RjjkV67crRbdzyxSj7QKMwaTN76H56Fw4zMphXX3E
356,BLACK GOLDHOOK | TEZOS PIRATE 356/666,15,126.6715824943,Common Animal,8,Legendary Beard,Uncommon Boots,Rare Hat,Common Jacket,Common Pants,Captain,Common Sword,ipfs://Qma1ejGFaxWSmEV9Tupk65V6GtbfdRV96CFp6kFmDBWHnW,ipfs://QmNbukiiywyRHHEGfooCMjbvBQ6ouVRUbHKNfZgApGttz4,ipfs://QmSXHvAerfvpY5G3uZc7FQP6aHKq2bT61wwKVWaps6VXD5,ipfs://QmVVySgdKLYeCMQF4j8uSRcVSMrEgH5J771kQn2fu8dpPb
323,PETE FOUL | TEZOS PIRATE 323/666,16,126.0889779195,Common Animal,8,Common Beard,Epic Boots,Common Hat,Common Jacket,Legendary Pants,Captain,Common Sword,ipfs://QmdvLwWaFGt2eERQjNNvRckjiYvVc7EeZhpeYpJ5sUk9hY,ipfs://Qmbin7uE7jmohDSsSzTGNtt97cQYoVxN8VKBUnq5Kh5LP9,ipfs://QmPKgokYRCGAnjsUr2R4nzWeEXQEdbaHkSiNqFTdwCbGxK,ipfs://Qma4ajfWVMLqxjN4KKqrJqGhnqkKaNf9qCRdRLqYy9fTsS
446,WHITEBEARD HARRINGTON | TEZOS PIRATE 446/666,17,125.1087774371,Uncommon Animal,8,Legendary Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Captain,Common Sword,ipfs://QmSUw7oRkfUuebV823FvYZM5b1p9v7LbQfVnBRYGqn67TW,ipfs://QmUW8fGHdzMWHpdWKMLpgfMrmsEVdQZCNNuK66rzLQy1BE,ipfs://QmXV5RtFJMMStgQ4NfKqwhCtrbFjSQXjFg3iotqUnddktq,ipfs://QmeeCUzrQKCtcDsXXfpVVQRJcb7sWcygdSCnHLeKQ9hLfd
19,BONES BACKSTABBER | TEZOS PIRATE 19/666,18,124.9252107927,Common Animal,8,Legendary Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Captain,Common Sword,ipfs://QmVhLW8Ho6WscxrgtDTAVdAKSDfEzZnuBcoGDGNiSGamKJ,ipfs://QmQGMDN3zhhfhg8YX6ujjBBoNQEi3javAQhRYcYUuGLx6u,ipfs://QmTGwAtG88RPvnnkqsdKQpQi7qrMmEFjRmq7xpTVVTQ2aG,ipfs://QmfYaZqdM2bvHB9e7CuzqUNXUXc2zgmKb3trApjB6yf2vC
404,DEVIL BRISTOL | TEZOS PIRATE 404/666,19,124.5630543337,Common Animal,8,Legendary Beard,Common Boots,Common Hat,Common Jacket,Rare Pants,Captain,Common Sword,ipfs://QmaSuLp9D9MBHGyUmaazGp89D3f58SN1CpiWiYVc6G5XE5,ipfs://QmYaso1SKZea9FCSGmFZX5p6wk9SLVRAcXRJhn5wrHH1Qr,ipfs://QmXfnTxCuRr2nTLc2qeQcRtncFiywBHxfE5rTE174MTzqo,ipfs://QmahrdNd9kVMVtsAZJbcWvJdPTyFgdYWfYHWPgKKjjmHwQ
532,BEACON THE DREADFUL | TEZOS PIRATE 532/666,20,122.8195249056,Uncommon Animal,8,Epic Beard,Epic Boots,Common Hat,Rare Jacket,Common Pants,Captain,Legendary Sword,ipfs://QmbmTMJtxYxVYieFsiF4tb5pYCvyXzKFn3P6RDNJQF59WZ,ipfs://QmNS8DSaoJjAzJeQ5jm58vhg7twCnSsAqu4CL51TFuq8JA,ipfs://QmPx8E9HNPWmYAvgESvUnLvD6UivnfxD2eW5RX44kmqGAc,ipfs://QmWtSAyDPLa3wZPpcr2p6gngfKHUGDHLsMy3V325hPqyq2
508,THOMAS BACKSTABBER | TEZOS PIRATE 508/666,21,115.3373144672,Uncommon Animal,8,Uncommon Beard,Rare Boots,Uncommon Hat,Common Jacket,Legendary Pants,Captain,Uncommon Sword,ipfs://QmVdLWsHcZcZwCuNfcR9KYYq5S2sqi7AnrJYR8Xe3Z4JDH,ipfs://Qmd2GSiHa4dWrPo7LfgCSi83Kr6EfKATDD2oXJEyvnRWMS,ipfs://QmdNswYSeYjeVdra7qBgJhaRoWP7roGrTo3n4f7YYNZuRb,ipfs://QmPvV9N5UBVK3LijQ4fDZTXxZMkdTH9vy53W22C5ETjjMP
365,SAVAGE O'FISH | TEZOS PIRATE 365/666,22,111.9557937666,Uncommon Animal,8,Rare Beard,Epic Boots,Uncommon Hat,Rare Jacket,Rare Pants,Captain,Legendary Sword,ipfs://QmQH58D1BHomXffs7q6vfHbi4cN5KxCAyCoerCQG8eAQ75,ipfs://QmbDBoiTbQT2j6SArBC4E8cQndNmgw6Xm8JGLqVB7AdxTF,ipfs://QmX3c7asD9K2WMbqHGtemMhywzvE9kGv8kGwywVXPzq7Dc,ipfs://QmfQhqsAK2rojN1cPgX41aD6NyD2rLAxFNLAeqehtgfp1M
224,WHITEBEARD DUKE | TEZOS PIRATE 224/666,23,111.8320193214,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Legendary Pants,Captain,Uncommon Sword,ipfs://QmR2EdpovQzUJC7y61rxRakvUZ4mCQ6qYr7v3yt5TJzM8s,ipfs://QmU41KP19tUARmSCDR8KibVuv2drfZ6CT3zxKeChGttmUL,ipfs://QmQqC6jYJwBLT6RDxCZid3EPqu8gBKUi75ExgNn8UcoAHK,ipfs://QmSxE9yMzVsxSLseV6HfpFbv5xoN7otK2F4bt2yWmb8mqa
101,CARLYE HOLT | TEZOS PIRATE 101/666,24,111.6919945537,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Legendary Pants,Captain,Common Sword,ipfs://QmWn6YmuHGnkbQRmFkwd2xa4rdkRJsoi1HCyavyqitC7nF,ipfs://QmTPyqXGj4kMgoXyj79vPToYAkqwwJBtBhYtiQ8tdTxdut,ipfs://QmdMLnuRXFWSP3mb61SQfLZrhYEqPg4opgxc7ZdfsnLgad,ipfs://QmWg5aXTVPR8yrfkBnyXiRXAVUgjNu9ZsGKPueRUz3ypxz
106,MONKEY MASTER | TEZOS PIRATE 106/666,25,109.6535188855,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Common Jacket,Legendary Pants,Captain,Common Sword,ipfs://QmPNURzrd5ePYWoR1tzwjwrVeDW934pHJY9crCHxoYJhoL,ipfs://QmNbday6862MYziqrQNeQKhrcrWwmZiDVWzSC5Xh4ncVsU,ipfs://QmdmX956ZNp63b7QzMkD3X8EPG2uyvMhejnE51hugKHmCk,ipfs://QmTFwGjTA3z2GiFaVvNVd8DZ4BW9TFwBdBvxpAQApFcCqb
100,GHOST TWO-TEETH | TEZOS PIRATE 100/666,26,105.5747554288,Uncommon Animal,8,Epic Beard,Rare Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Captain,Legendary Sword,ipfs://QmbSmxVGzu4LfH9wRWXYcXciMynRvKuSteQtoiX3V4QhMh,ipfs://Qma5MybvKxWVhZ9aiTSVHFpDDjkgqoXFHwCyaegVbHFcdE,ipfs://QmULUZ18WbpU5jUGwADb1nnRZtjhe2GR3M3rGu96TciwjT,ipfs://Qmau9dUytp9QL7vUkRSRgefc52t6udnaxazjpfrRtRxiRj
220,PHANTASM THE CRUEL | TEZOS PIRATE 220/666,27,103.9845701883,Common Animal,8,Uncommon Beard,Epic Boots,Common Hat,Rare Jacket,Uncommon Pants,Captain,Legendary Sword,ipfs://QmWJLBwVvRKjWEyBs9QMnKQqpB6LDDx5hQM3QSAdHj7SoA,ipfs://QmVZgknudhk4s8T11xqYP3Snk4kPM2mrqkJA1f8QaZnwQC,ipfs://QmRBhRbsqE6YAxPYD4BPndSZ7MGbzgEJto2RPvM544Wwjp,ipfs://QmRKgdSY94BW2y65z9uwxbvkrcfEjQTJBLGQFbZeHHWWW8
479,ALBATROSS THUNDER | TEZOS PIRATE 479/666,28,102.1056472762,Epic Animal,8,Common Beard,Rare Boots,Common Hat,Uncommon Jacket,Common Pants,Captain,Legendary Sword,ipfs://QmY4YnmiES6agrJBhDUJafG9g1EieaPxAe2XLP9Tf9eqet,ipfs://QmSe4Lp3RHNNJQ8VHDSs7j9YkA8KeBQZ79WnYJwb8g57HQ,ipfs://QmbVYNrnRRhGPYoc8xQfFiVk3ysZBkQ7gCK9PjAmNFDU8d,ipfs://QmVX57EswKsCRnhjBYKHj4Y7dFQFJUNJ1LbdW8eb7Pf1gZ
154,KING THE UNSEEN | TEZOS PIRATE 154/666,29,99.9587873026,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Epic Pants,Captain,Legendary Sword,ipfs://QmcrHXUadH7NYiVC4tePpY6LhD2F3KBwqSLqFVUR79UbXk,ipfs://Qmayv7wudaZDwmP1MUG5mQ5qJGa6GvGPNsBw9CJ6tXVurr,ipfs://QmaCb2Z2daSX5gwCFfdTbM1bpGGcEsyBxxXk9bpkwQZJD4,ipfs://QmeZ2TtpKMhk2xsseUX7ekFwRCw996Jw9rqiGTDdqEwg55
289,DIAMOND MASTER | TEZOS PIRATE 289/666,30,99.4845237446,Uncommon Animal,8,Common Beard,Rare Boots,Common Hat,Legendary Jacket,Common Pants,Captain,Rare Sword,ipfs://QmdMpexHNSkvFcFuYjsq7Nkn34QFkaPDvShHsgvcKREzDK,ipfs://QmeBm2EcjjfR4vAWwQxuKczinUXMPF3pK8Wbp279qKrdP7,ipfs://QmczsscHwWeav6MfE6g1hNyszYWUnZ3CF4DvQG3Sbukjqy,ipfs://QmXRiyjMCmmnMvsqFMNRnztQWRYbLciH3CRadWY7uE3Pxc
9,FOOL WRIGHT | TEZOS PIRATE 9/666,31,98.6281376914,Uncommon Animal,8,Epic Beard,Uncommon Boots,Common Hat,Common Jacket,Epic Pants,Quartermaster,Epic Sword,ipfs://QmbR25K4DSWcNBXFAp1adghVBntfLnZNnojy41oF8cwryj,ipfs://QmQcZkuMsomA7jwgRrqsExGnpURv4QibqYeeR8tMYtwrdj,ipfs://QmSB5a5RYuNbmVyEeMV7rzHmuU9NeeAgYhATUU7yDYWfhk,ipfs://QmZnZeZN5bTLESADrnhZXMvd6zRowkUuVwxjmCScCicDaC
268,WALLACE HARRINGTON | TEZOS PIRATE 268/666,32,98.2486648473,Common Animal,8,Rare Beard,Uncommon Boots,Uncommon Hat,Legendary Jacket,Uncommon Pants,Captain,Common Sword,ipfs://QmTJCNSyGVq3wdYvA1V5jZhqyVXqvDgAa4HAN5eiQ5SvTy,ipfs://QmPc2KL4B9b3siCbdGiC8Wvho4QKENXt5Cy2LSWVPQx6it,ipfs://QmaYuT5XwD8ZYWH3Wopevd5QHBUvCeYqZX35EykGmpqxid,ipfs://QmSAzsrqBHAVHQcAKAJDVb7WtPthZXDHQ8H3dKY8dUG3vc
544,SAVAGE VEXX | TEZOS PIRATE 544/666,33,97.0614831047,Common Animal,8,Uncommon Beard,Rare Boots,Common Hat,Legendary Jacket,Uncommon Pants,Captain,Uncommon Sword,ipfs://QmUH5k4JVDzWKGjqS7tUFQFxQVaP8FVYR95krYGdeHqqPn,ipfs://QmWADvGApvmocgFNYYgA78czMJJPdWvqR2kbKnbCny65Mp,ipfs://QmNeYnsX5CsspsVcijAUyU6FWT4AJo6eJV3SPgBG7v7CrU,ipfs://QmaG9V1qtqhuBAunCt81vhbpyHgaGS6zZh9Bn1RqpJA5UX
191,BOOTH TWO-TEETH | TEZOS PIRATE 191/666,34,96.6864103563,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Legendary Jacket,Common Pants,Captain,Rare Sword,ipfs://QmXWJeyCEtRegYevsbzGsJjtETt4KzAmzYEX8oxzGu8ac2,ipfs://QmReSmNVcvVJLyXEFcZCDtWXkUxwMeboUGqyu2WPEVG9m2,ipfs://QmThmj53SNoj3Ji31TFtX4wem11ZBnHBHVtCsdGEma4kp7,ipfs://QmZ6ru2ymsnhYNJy5ytzgM6EJ55vFSF2r28xME4z1ybrC4
282,MAD BACKSTABBER | TEZOS PIRATE 282/666,35,95.7543365067,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Legendary Jacket,Rare Pants,Captain,Common Sword,ipfs://QmRegyuBy1oCtQCd7Q1NQvSEi5xSrE7dZNvoyjR9fyjTpy,ipfs://Qme8xPKajGexf8cHCmpKDnrT5fxs4r99cZ5BFafuJs7ooS,ipfs://QmXMr4Yr22zvqWA2ZRjUJxjnc38Ysx8ApnX4ien9v5jKQX,ipfs://QmPvJbK4wy4Z6SR4QZFhQdceohtNp4dJ2rfkbph5CUG7DE
337,WALLACE IMMORTAL | TEZOS PIRATE 337/666,36,93.8006167077,Uncommon Animal,8,Common Beard,Uncommon Boots,Common Hat,Legendary Jacket,Common Pants,Captain,Uncommon Sword,ipfs://QmPabUfHkbi9ZHFebcub66kNGDX4RB8WsubBbGxFkYFAZC,ipfs://QmU3Dqvy8dVtgmy9Toqpbkv8fErjGKYkv3cAN5PfayGefN,ipfs://QmZHeVfKbjyv9ymoLyTFe8HaXfTTPvc4xafKH8XCmEHfFz,ipfs://QmWmtw1sgRAo5H2hD8XdfHGRpKXY1gw3a85MCkvbioKj9y
54,CORSAIR THORPE | TEZOS PIRATE 54/666,37,93.4895047366,Uncommon Animal,8,Uncommon Beard,Common Boots,Common Hat,Legendary Jacket,Common Pants,Captain,Uncommon Sword,ipfs://QmdjSPxR2LTx3ZQJpMYjqzJnRb7Nbvw832WYbZAQz6h4ZK,ipfs://QmcfHrEx52zb4pyJWcopKnw2DXmA7hRm9TBYFuzHUqZpaA,ipfs://QmXpMYaG9wCRB2qotwuAAW6VVkEUbu5JcyFPbntqCvYB2z,ipfs://QmWdc3UGoNewEg4EGmG9E7EwGnrwMr1w1d37uaBURme17p
355,JOHN GRIMACE | TEZOS PIRATE 355/666,38,92.6310269388,Common Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Legendary Jacket,Common Pants,Captain,Common Sword,ipfs://QmU6fX8Bjy4evDmX7WXi4zytpMNgyqvgiDJ1rrZfUyCixq,ipfs://QmcPJMBTcbZxS1z6AGhpLg9jY5RjaUehSeZB3VuYMJwZJ5,ipfs://QmXvMY23fGsSX15EeXnyHLXEWS8UEs9DQTyvrfJk7krH51,ipfs://QmNtdD6bFLfmLHvNZaSNdi26TE2y4bgX4nfskrTvmTgbmf
488,TOXIC WITHER | TEZOS PIRATE 488/666,39,89.7475285621,Common Animal,8,Rare Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Rare Pants,Captain,Legendary Sword,ipfs://QmPPJdyA1RMQwBuFLraVztUTaykrc4bQ8r8Aqsqnf3nDeS,ipfs://QmQf6bFr2M1ghyaFoQ7j4yzo312DJtwhUvCGzB9KWUcwyW,ipfs://QmVvpSoVPQkHRCuyQSqBNgV2FbJyogAv16nBGjPVqRyrtQ,ipfs://QmZoGtdt1aUK6joMjSP3oSgcnBhKonAgEozCvuaN9jmc3B
70,BONES LAW | TEZOS PIRATE 70/666,40,89.0623864291,Uncommon Animal,8,Common Beard,Common Boots,Rare Hat,Rare Jacket,Uncommon Pants,Captain,Legendary Sword,ipfs://QmUjNBJUzQ9trVZgLCW94hUcfFY498jit1DB59X5GA27og,ipfs://QmSj8wtobM82qbDQpDsUauKvhN8N5tDXiagBYUyMJH1AkR,ipfs://QmeUFTxnnGUPxaF2zv6FE2cRzfauPUwWrfmJcq69ejEX4a,ipfs://QmdARfpuxXGxpGCZaRqdjJzzQFUvPuHDfxZghWZ9sh8L4C
152,COOK RAZORFACE | TEZOS PIRATE 152/666,41,86.0236386243,Rare Animal,8,Common Beard,Uncommon Boots,Common Hat,Common Jacket,Common Pants,Captain,Legendary Sword,ipfs://QmbHd2vzNbZYapecXSTiitPYdF5K2enQBJ4xFWcPWkMRrZ,ipfs://Qmc1u2PSEMDKUjRqYZbTdLddJSLcvwcueoFXyTKqWjNrAH,ipfs://QmdE7H5XUuJPMrPoPfs7pVHuundMuLS1zBM6q38vqgq9rx,ipfs://QmQQypVhcdwv4Pbe29ZPqxXCYbBssu5DadKtqJMgJ5ccbj
475,RADBERT THE HANDSOME | TEZOS PIRATE 475/666,42,84.2539843888,Uncommon Animal,8,Common Beard,Rare Boots,Common Hat,Uncommon Jacket,Common Pants,Captain,Legendary Sword,ipfs://QmUKWxmBbmQNXaBxtoBJ9VmrsUUCqxVqjvSe5Jchv5rkFV,ipfs://QmYn9ERMQUHx4WX2dLwNVMn28r1BVo7k7froAKTfxPCGej,ipfs://QmYmspdbzAtTtKZTkwrveVN1bGkdSykNkM7JUQFwZ126U5,ipfs://QmRjNLwnUtMwjt3tRvyege8YfZifMnspDCXk5Ek7ffU6GT
263,TOE HAYWARD | TEZOS PIRATE 263/666,43,82.4222413949,Uncommon Animal,8,Rare Beard,Epic Boots,Epic Hat,Epic Jacket,Common Pants,Quartermaster,Common Sword,ipfs://QmQVR8u8gz1ggvJJwzM9vy4KVVdGGAkUEuZBdat53HhmyU,ipfs://QmarxFvRsYGyhbB6f7r4ARPSb18WnjtvdkdrP66Zww4KVu,ipfs://QmWf1EBjF1jYeAbRPUmnYt3zdUgviewu3YugrBf1rRs6An,ipfs://QmRo6hH6vhdqHDnx1XTyPGtZejnzPWsvdRCRPgvKfmQLR3
130,RAGE HOOK | TEZOS PIRATE 130/666,44,79.4740553056,Uncommon Animal,8,Common Beard,Common Boots,Common Hat,Common Jacket,Common Pants,Captain,Legendary Sword,ipfs://QmQPeXxDaLcBhtPWdpnAjsCDjjQbfBQefDwMVbXQbTZ9Ta,ipfs://QmUptqbGKiHo83hzBQ4CJ4yGRyFhscsMGtNZjqbrYNtHU6,ipfs://QmdpMQMyZwqCBcF6p3Ysc29iBHNdJmTooQdo6MH74DktoT,ipfs://QmaYSrNHjU8jhSvU4oMnPcWMc4UkTy1btRCtdmDTSSYKHn
305,SILVER WRIGHT | TEZOS PIRATE 305/666,45,78.8668842766,Epic Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Common Jacket,Common Pants,Quartermaster,Epic Sword,ipfs://QmVWfH2yMsWf34WgNk5SQizsVdW6irv8RXBAtprNVx52Pi,ipfs://QmbxoerjK6qYDPwFu6NriCcizr9aBudyYfgy4FL1h3uZ8n,ipfs://QmaM6ifewoyTZzbF6z4YQ47AyxEmYe3oiessMQDywZ863C,ipfs://QmNWdj9Ak3tFk7Y3XyQJjC3ZrQNiPy62ASxUnGpeJui2o6
422,DAVID CRONENBERG | TEZOS PIRATE 422/666,46,78.3081448963,Epic Animal,8,Common Beard,Uncommon Boots,Epic Hat,Epic Jacket,Common Pants,Quartermaster,Common Sword,ipfs://QmVxcLsdcwSAKxmnHbd4rz84wkPvpW4LQJoxXms1LKTRzR,ipfs://QmUtbWFwXmfXLHsJi45nesXGgd1nQu84H8sFKXbK2vtHTd,ipfs://Qme3G5ADhnRQ8WbFpJS7JaJtorg6fuzKTJy2cJFMKe8bQA,ipfs://Qma2yrWfEikmoRwXmqskpirF3dB33HZ4v3pBvH3rH7Gs5x
105,GABRIEL WITHER | TEZOS PIRATE 105/666,47,77.6565735319,Common Animal,8,Common Beard,Common Boots,Epic Hat,Common Jacket,Rare Pants,Quartermaster,Epic Sword,ipfs://QmQaRquG6x1fp6XD7uYtCvjLka6hPA8L7sRx8eSeVE52pC,ipfs://QmTY9TZyNcVCMNVUo3aL6snmUZDfpjR4AxAGE5AKw1n67V,ipfs://QmY5CCWqDVeGnnhryTFyXjhJd7yBj1vX716fqz5EovU5o7,ipfs://QmZeXc6VbqbTyv9u7DQWzwbKv8j1QCdsz41QhWCu7ze11b
