ID,Name,Rank,Rarity_Score,Animal,Attributes,Beard,Boots,Hat,Jacket,Pants,Profession,Sword,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
416,RAGE WRIGHT | TEZOS PIRATE 416/666,289,30.4116036828,Common Animal,8,Rare Beard,Rare Boots,Common Hat,Common Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmPsoszEYEhke1hRrss1yUyxzFMQmtVFoRNa6WrE9YmwsG,ipfs://QmPgS2TgJXC1YPWHPSBoWiPYTnDnK8HrDzSacg2h9cDJWu,ipfs://QmNxAoVtViDw5fK9b9JsgHPSamrDQTaYVpfDpgqDNF1NKA,ipfs://QmadAwoFmGmybMwsx6jtEMg8dRXfp8hgqVFRV1wQC4rGQt
306,VINCE GREYBEARD | TEZOS PIRATE 306/666,290,30.374763021,Uncommon Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Carpenter,Rare Sword,ipfs://QmQasCkTfcE3CytoEd3z67mfgVaUEKffviHNKHcgwNeitB,ipfs://QmQmxoFT85XkAD82acdqyXwnrBLnPFMQD8kGqCEESDaEbr,ipfs://QmXPMKzECAZZjHCve6omtc7baJdmutWAhPvSuqitDmNCqr,ipfs://QmXZ4R4b1hN7XdG6pYMRD6BLgtijpszJGxH4kruMxzHEbP
170,EXECUTIONER FISKE | TEZOS PIRATE 170/666,291,30.3572858393,Common Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Rare Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmbZJFK422uVuWHbZ3LZsmw6e1sSPFS3NSrP5XhZnmSMYe,ipfs://QmdDnD6gFtXUNHGVVLwcWMP8WSTq8ho2HzMqqYywEK1TV1,ipfs://Qmavxr8CcQoV4ccig747FSAcPjH1oT1GntRuxHcnLQAaop,ipfs://QmfQVRiUTGr1uk68qTSESbmjB1Ut7DB4avqdrQtadekGjC
359,SLICK IMMORTAL | TEZOS PIRATE 359/666,292,30.3550066385,Uncommon Animal,8,Rare Beard,Uncommon Boots,Common Hat,Common Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmUA2fwCyftnUxwxbxrXqJrsfk6hDJGUAWqLug1GNZfyNz,ipfs://QmaYeRxyQb9r9bhepRCuYL1vM3ZSRUDMfXBT7SduFC6GHX,ipfs://QmSPsepFxQEgGRXaaHsQf4u3MNYBZxgSPXKURHJ9aqAVZe,ipfs://QmUP9wSmG95oAL6D6WFcXuuj3vvJUsK3iGbcKiXd9ig9WT
242,BILL DAWG | TEZOS PIRATE 242/666,293,30.3378815857,Uncommon Animal,8,Uncommon Beard,Common Boots,Rare Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://Qmdx39YXKYF8ShpT7SgzrBXq3GcAqADNEUNcE4oYa9ZHYT,ipfs://QmWgKt8UxM1bB31NVRJS6pPLPFiwAGhSSxxGtd9P3vHENL,ipfs://QmSrXwJixmzbNWX7VNxyeBaU7qhsee8c7RqZ5Vq95toWd4,ipfs://QmbMaWgRZEGyvXGKkrb4r6fCTSR6KbwDo6VpGC3exXTZw5
35,STEVE STRAW HAT | TEZOS PIRATE 35/666,294,30.3222844952,Rare Animal,8,Common Beard,Uncommon Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://QmS3PrqdQhd1VBrbxrtVp157BhbPqm1u9euAurmKmyRBQB,ipfs://QmcgBroyY2hwBZscidsyTkNEbBCZRoXA9UfWqcgnfe6bCr,ipfs://QmX89ZZggbwhoqrMwz8Hvip5qpMtKQFs5BTXzxVx7MzKRL,ipfs://QmXh13Pfjw52mC8xKZ2x6DcWsEdtauRrPkWpHeML7JaJaJ
429,COLD SMASHER | TEZOS PIRATE 429/666,295,30.3016912104,Rare Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Common Sword,ipfs://QmTPYGCCHFxhhdjxfTqG64Wrf8qXemdFF2BkSfaGxi8WVj,ipfs://QmWgkdaUeyRQppnhDcxGFE5NahXRaDdjdbseFD66G89t2D,ipfs://QmdquBPhLLqNZzD9WejfvqZE5xyhYTFQuZo231JZ3Qxbfe,ipfs://QmPu8DS8tnDLv52hTySyQjoXAFnjt83Swf68Qe1QJLkAFW
326,FOOL PRESTON | TEZOS PIRATE 326/666,296,30.2877306887,Common Animal,8,Uncommon Beard,Rare Boots,Rare Hat,Common Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://QmZo16pYhwdHZibKhd94RWGLWuQSKcLrgY9oTmPbcQ9x7E,ipfs://Qmbj1AUYMcTYXBrkerCNgXRdPnVMQGyjzz8cTWtKJpFsfg,ipfs://QmcrVAnphrn4V8woiM9Tfvt4sgLFBRwA5zru5nCdDYAU5k,ipfs://QmP7N3UAHHYpxePpsYN8Bm8q8RNGUmZZydSabUU6L7jgnN
556,BOOTH THE EMPEROR | TEZOS PIRATE 556/666,296,30.2877306887,Common Animal,8,Uncommon Beard,Rare Boots,Rare Hat,Common Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://QmWADDiE2M45MniRHPtgZnW73LiASnh8MZwK3LbZGscW6V,ipfs://QmR16PGTPQbZSSAapfL5AGkcGS2VEnVFxiHyqDkxZDsah4,ipfs://QmcqFKq6mfVtYhKDXddPcsC5bmWA57ZzPGQXFQZFvFVTWm,ipfs://QmSG6ERa2Qt1p7RpKtajDbMvc2twpQtQDTXwrLSuWiPJMj
62,THOMAS HAWK | TEZOS PIRATE 62/666,298,30.1208278831,Common Animal,8,Common Beard,Uncommon Boots,Common Hat,Rare Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmNjbgVrzMbpoZkMjRHKitKmNueUAY3f4bdeDUCwSbDqSz,ipfs://QmaLg1JNBb3Dd5QtJXxXWjXduzw3ZUec7cF8rn5eq6mJr3,ipfs://QmPMxhfG7g4VMFkEMd69gmQQqwdLEbztBZJRadWkiybe4i,ipfs://QmXn3JdGfLLZWBso1epzJfg6VZ3XSt2EV5JVaXSWHxZoRq
325,JOHN CUTTHROAT | TEZOS PIRATE 325/666,299,29.9905792393,Rare Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Common Sword,ipfs://QmZk356YQbFhXSQ4uhtUAAQ4aoTP2k5UWLWJ8V18Us3KgU,ipfs://QmbSPQPQy7RZJ5ViKDe4fPaFKrvWNdi6427HGPNzAFCedk,ipfs://QmcZWT9NFTaJqADjt9RFuNhW3kLEa1ZbKPtVCnk6cJNV5s,ipfs://QmcxKPTVzSHLud7vPoXUY27kr7Q3bnCiaaZyUkEroZ6rim
201,JAMES THE RASCAL | TEZOS PIRATE 201/666,300,29.9527172122,Common Animal,8,Common Beard,Rare Boots,Uncommon Hat,Uncommon Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmcDTVvTTEejHci5U5Yij4wPoCegK8pMrQ6hSXtTF1AGJN,ipfs://QmdRhUgjwrZw2HoJpGRhzaMfFeLD1K3CCo3adqZyW9Pq48,ipfs://QmTWAzXpsKstpq23cfm35RTABgYwqKf9Wn7tWjUZshvk6X,ipfs://QmYun16WQES5cnS26SxwHaMsGaEwj1JPj3SSyf44AQhy8z
1,GABRIEL HOOK | TEZOS PIRATE 1/666,301,29.9522182931,Rare Animal,8,Common Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmSXyRMM1bRDbUfAuss78yH8CCziHaptrFdTWA8RkdCjyf,ipfs://QmSMTgp6Wadaj1DyCEphdUipEQ6pnookDZPR4QDnB2PELN,ipfs://QmZZLhkhFam2Y69MMuD6WeqUyzpDw6Rn7VuRyzL7RY81LU,ipfs://QmSfEXJ76thcvstL2rpUL4Y64nevJjjoznmR9Ci4Wh439x
258,STORM BLUNDERBUSS | TEZOS PIRATE 258/666,302,29.9125464852,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Rare Hat,Common Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmQdczwG2zfvrx8YpxejnT2kPYG6tZZMK7BHT3pz1xbrP5,ipfs://QmWRRAWCQQtMSPh1oqZkr8bXtEHZndZHsQaMbYGb8wMWRu,ipfs://QmeAVg2dVVV6vKEeGm8RibpRt8hFR3r7Ng7PDmNXzMNb3b,ipfs://QmSQcVdL1oU92rrpAFtGtz3b5AamevYLFCVQJZkX44cvGP
11,COLD HUXLEY | TEZOS PIRATE 11/666,303,29.8851518261,Common Animal,8,Common Beard,Common Boots,Rare Hat,Uncommon Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmUYvDmXPx31q7vUorAnwhphE6xVL96iRcMXy59WbLhExm,ipfs://QmXamkfKFPL7EKRryjwE6oBVJYxCAY5fuMw82FjhjZCc8C,ipfs://QmT3vet5rRXwJ2FgnjFs1bdAUU6mQWkQHTLUntYcssqspf,ipfs://QmRhA9WuoQcvwJwBijsZuuYwGcBVFnPu2iWK4Fm9eXxSSj
219,SWAB GREYBEARD | TEZOS PIRATE 219/666,304,29.8800844055,Common Animal,8,Uncommon Beard,Uncommon Boots,Uncommon Hat,Common Jacket,Common Pants,Carpenter,Rare Sword,ipfs://QmZo62d47ssJgTt5dTUdYLo37xyXPACFrUq3hY2twYzABC,ipfs://QmWd9fapzSNyEnGjKkYJPrJBc1nD1cGEo3k4A5A7TEEU8E,ipfs://QmauJVzt8x3ETBS2J15F7efzYqAq8mpq4fZ4SM8X9AcvQG,ipfs://QmV3CAzzmCh8aauwS9VihE8mBpN3oFie7n3Lz9d45m1U84
497,VINCE KENT | TEZOS PIRATE 497/666,305,29.8584661421,Uncommon Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Rare Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmQ9Xkuo2TwhKZTq1yW27jGdtKE9ge7TaQJSN1V2uQegD1,ipfs://QmdX3e7pSyKGvtCoLriwX4kpGojLWbanaRwsvK9m5RRc8E,ipfs://QmUHXc47ikJsoZ8GnJb9sFXh9CrvrA9GtVoTxWT7rfVbid,ipfs://QmazB6kCpQAhKysE7wTKZFGXc269GeK28NVeakwRbVGf8G
204,SAMUEL DRAKKAR | TEZOS PIRATE 204/666,306,29.8552889896,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Uncommon Jacket,Uncommon Pants,Carpenter,Rare Sword,ipfs://QmQ7SdiYWFzF6mXvFADxTe91PEpm1E57ZfNtvjjfWSwRun,ipfs://QmQ7veH8CrgLmzP7KK1Y8LWdGUkaYn6fLqVx3XrLfKaMFm,ipfs://QmWXrJKCHz6zdDgWQ2tuB5gq8MZLaZBQF1Ls61wEogZvTM,ipfs://QmcX32n3U8iDZLdYv5fk9J2VsF4xw4VhxET8Cfy8Rz2Z8D
347,SHADY GUNNER | TEZOS PIRATE 347/666,307,29.8346957048,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Rare Sword,ipfs://QmfRiTsWm4LNpYUyfF7RtGVwJecqZergNKD9wRNSvDS4dH,ipfs://Qmb1vN7m8KKz6hTbgjqQzTJCREg2fKLJkkyvjtKMmWWoct,ipfs://QmWnMkNw5EGEqVfsTQvopunQbursPGN4cakSRjNaiZLN5L,ipfs://QmdTRijm5Ky73yXEefypEWAbmNeQ7wiCoatBsTmjx7Gxza
413,STOKLEY FIRESTORM | TEZOS PIRATE 413/666,308,29.7868434263,Uncommon Animal,8,Rare Beard,Common Boots,Common Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmPk3fDmuAeb9S1UgZ9KvEGAHn4yQzv1ki5sEKw9h1NVFa,ipfs://QmNgo8GvxEgwnPGNt9xWZR1YZx2yJueUKTFGqq5LFEKGmx,ipfs://QmUjmAArvfA8FZvwa5u5MiuueyY5DmUPjCNNH24ZmhRtXT,ipfs://QmeZe6aZus9MY5jb8AVGW7KJV9ZhyfGhmWGDd8yjnwsrzC
335,DERRYL KENT | TEZOS PIRATE 335/666,309,29.7453691149,Common Animal,8,Common Beard,Rare Boots,Rare Hat,Common Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmSAK7TwwDqtsY5dyosS7uSh7UcvrXo3et9ftdABr8L9nH,ipfs://QmacJi3istERdm932AUbbcbt3LuSJs39ykRBrMJWft3cXv,ipfs://QmQH45uREyKcNmYj4WKNPJmqXQ9nCzpcDaaoEZrYbBei3m,ipfs://QmXDYWJUF4pLGZgr2SDaibmm2uPTQbZuxMEatmStAcMAC3
114,CORSAIR WOLF | TEZOS PIRATE 114/666,310,29.6887720706,Uncommon Animal,8,Common Beard,Uncommon Boots,Rare Hat,Common Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmQgqTXK9CwoNfct3tV9MNSdgJvsVgV4giWvnLkn5HbisL,ipfs://QmTbDrLL6AQkqSGmGVqHvn9Hc4JPehCLKpaQkpKetmQwxZ,ipfs://QmaCX5UsYs6ccBVjpMRMdNZQUqJbMoDeteDnMANv4Mbc9D,ipfs://QmU3SxNQsPfAmiR4UJrRqkJF351NZUzfXnE9tijDrLza9Z
235,CLIVE PEDDLE | TEZOS PIRATE 235/666,311,29.6256324077,Uncommon Animal,8,Uncommon Beard,Uncommon Boots,Common Hat,Common Jacket,Common Pants,Carpenter,Rare Sword,ipfs://QmbQzSeGEqsANrAwEYoFk8PEHFHeGtKBLvZZa6zFJbSL85,ipfs://QmUbHf5viqxiKVT58BwkechEmxuyucyrz322nEZvR4GuWJ,ipfs://QmeVB8QiGp3DXR7Emz6T9cYQPYBYi5fFshUShMzvwwXE98,ipfs://QmbpkcyqRfgdjZZVfHxyG15TsG8iQLT42hHyhFwK53U1Tj
384,SILVER SEAMAN | TEZOS PIRATE 384/666,312,29.6194285556,Common Animal,8,Uncommon Beard,Common Boots,Rare Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmUE4v3xqr6DJNZp36PkwUBBTdoux5L97S8ZeH9J5bcNEY,ipfs://QmR1ao7i18gPfVmEKXa72sdP9kKF9J4vHGbK9vfs6DL5bi,ipfs://QmTkow8LUQRxtf9Lcqfr9DqsUTqiEWdPzUZekLscDMZknG,ipfs://QmYsNguwc54HDDYwMmVYW2h8AJW83qS2sQ8zQf7HrA3DUc
463,CRANKY THE FEARED | TEZOS PIRATE 463/666,313,29.5653482126,Common Animal,8,Common Beard,Common Boots,Uncommon Hat,Rare Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmP6ToS6BAjsbUPEqCr3pq1vRKE99jZ97xtxGoSqhzNTQ9,ipfs://QmRiM6wUkt6532AJ4StexYac9wXPFyQQK1xeYNubXKPbrH,ipfs://QmV6JCLoAeH2RV9ZfX63x7Usd7pnR5RKPaNKo2uHrHcAYD,ipfs://QmREkN7cwA7bbcQLJdTNgX9y1a7vR7WMVAJJWh3Htt3fLk
178,DAVE EMMIT | TEZOS PIRATE 178/666,314,29.4452254856,Uncommon Animal,8,Uncommon Beard,Rare Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmY7JFqmdmgaNNzyTTE9choq7bjDZCkWL15ktkjYBiNtCw,ipfs://QmaVMNzhS5p3qN5QJh3X3b9phXHTftHZs9TCbPEAfesW1q,ipfs://QmQ9gCfD5Cm4vCutc35Tn3Qbt4YNFA49nMcisaDXj6S99f,ipfs://QmVSubML7bJsatibBrrne3KmWboy4LsH4nKHpPkqSp47Ti
285,CHOP THE CRUEL | TEZOS PIRATE 285/666,315,29.4325419439,Uncommon Animal,8,Uncommon Beard,Rare Boots,Common Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmVt9xndUZzFKNjcFV3y13BkadXZbwVnFksHscA9epxNzV,ipfs://QmdyNmAH4QtB5CqTZsn85w4RHXeBDGNiWkwiC7iTMU466R,ipfs://QmZHqrNj9rSPB43wxZ8KDX6rqsaTeW8QfzWynxYDhrdnss,ipfs://QmSfsDV72G7LwmpSUwYrUvRXGCNH8DbRdRU8w19mSeSrdZ
458,VINCE THUNDER | TEZOS PIRATE 458/666,316,29.3833681804,Rare Animal,8,Common Beard,Common Boots,Common Hat,Rare Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmQ1GPaDaSqDV9FcwF2PCtDnyijr2JvRduk3vrDqrEDqBk,ipfs://QmURETKkg3p1nJyffX4thnN7xoqQwHgqamQUwTcR6B2gz4,ipfs://QmYPNoZDAJBXUnFTVfBvkZP4ZbbB12bWLA7AZ3uHVjuGxN,ipfs://QmcPK9nFfYR5vgZZ1hdozne91xsNwWSQT2UVAo2EGkfPsf
423,MAD BACKSTABBER | TEZOS PIRATE 423/666,317,29.3451980198,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Carpenter,Rare Sword,ipfs://QmPVWrts3FTmPiwdNUe4SFWiLw6bYuCpzw8pbWzv8kZ1bC,ipfs://QmNqbtfGkEVAwCJG24bUvTGn8nQmn3GRBLhyysAQ6bkQdL,ipfs://QmcNBSiGcE3VAm9RMfT2GdXrMmdAhT2J3uHBk8h9Fj2Kp3,ipfs://QmNka5kXFBBfYuxynqYaPsLD3H2m9rPCbnifn7NyGg4VQL
121,IRON ROTTEN | TEZOS PIRATE 121/666,318,29.3358760076,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Rare Sword,ipfs://QmauEJnzwdfNvKy8aMrcH4xtsdnD14erugFpGufxipjqDJ,ipfs://QmPMgjWp9XQXdLMp13pBedZTKsofeHeEZ3QQjPiSKNSrGB,ipfs://QmcqCwKu4Ygd6piSzzkfouaPsYmpcWFZmau4SzFuAy3vdL,ipfs://QmeYEztsHqw7PLxCxB8KnKwoHa83Vzz5FQUyWCcfMfPtJU
166,HERO FOUL | TEZOS PIRATE 166/666,318,29.3358760076,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Rare Sword,ipfs://Qmc1zHyZsz447MhLTnWY45KjzJUvqEuQ96VAjS3ja4okke,ipfs://QmW5zqcovhoAvQ5X4YmUNFvsmevsjgpHgMfmjhnBmD125y,ipfs://QmSU7mhopDzPXhpJZCiyTAHijwgFBWAuoa3RmzedLREMin,ipfs://QmZHw7vfE13WZeMAZoVmz5p16uvazPti8o5Yp1oGbZSAJ1
257,FOOL FOY | TEZOS PIRATE 257/666,318,29.3358760076,Uncommon Animal,8,Common Beard,Common Boots,Uncommon Hat,Uncommon Jacket,Common Pants,Carpenter,Rare Sword,ipfs://QmQpTpCFNtEqziGpBPAa52KJ3qcaixYEb82kYL4xouN5Hk,ipfs://QmSYeJyaRQKeWEUdoZAn9f3T8zkxNDZPrrvkmjyYo2u1Lf,ipfs://QmWbKTeHcwNpGvBChRALEuEJDGpEudHanLcqW6Tf5tBPBM,ipfs://QmVBdTtRNuxsGdEdRNCBbns1fcUGxbasdPHsA5bGTPQmuu
334,CLIVE THE DRUNK | TEZOS PIRATE 334/666,321,29.294232376,Common Animal,8,Uncommon Beard,Rare Boots,Rare Hat,Common Jacket,Common Pants,Carpenter,Common Sword,ipfs://QmZALQDihJZp6ESaPFG78TX7jp1FQx3wPtEbrRov1LmA1Y,ipfs://QmfCgAMZyrYn1Nt61Ruoq5XpvbEYdjjQMM7S33D4ggQcau,ipfs://QmRRN1AVvQYsY6iVhXmspyVKFxNEEZmULVqQ1HvJwQhkZB,ipfs://QmVWQwfr5Qp8PVXu1hVfU8W4yHLS9Cr1wWo1RpMDBHSsLV
144,MONKEY HAYWARD | TEZOS PIRATE 144/666,322,29.2598120172,Uncommon Animal,8,Uncommon Beard,Rare Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://QmfNDL84dyY9FuxVc98dLFGTQgFsxkjkGF1yAAy7b2kS3f,ipfs://QmZFqrd3FMzy1jcDiqM7EAvSqJCgdgbd5rkTmXNMJixwHa,ipfs://QmRQZvNJAs7XotqXi3zgEY8Pr7SLEipJBugDkKqjvKAiFy,ipfs://QmX4323oSCP5XSQXFYAPSJThu1U9ZAhFeC1sZeCKaRy3Jx
360,KID THE UNSEEN | TEZOS PIRATE 360/666,322,29.2598120172,Uncommon Animal,8,Uncommon Beard,Rare Boots,Uncommon Hat,Uncommon Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://QmZFCejJBnRnLdpbJW8fjSHokyVQgTBobSRcZP5QmE8oRG,ipfs://QmZPsZXKzwrnVrmc5MhijNxkxxAJrEsxoYqXrBBek7NHai,ipfs://QmNoDK8DoK1MsQeicT9LG2vA7cY7bwH9U2UhLpLLnoprju,ipfs://QmaGq2XXzqAVwknweNyp38U483ovKPiK7ssT5GvZUdaXvC
278,MONKEY IMMORTAL | TEZOS PIRATE 278/666,324,29.240152033,Common Animal,8,Common Beard,Rare Boots,Uncommon Hat,Rare Jacket,Common Pants,Carpenter,Common Sword,ipfs://QmUs1ouWCrq9Asr7pjPmWzYeE6daH7wFhB1weKkxYDv8Cq,ipfs://QmPxGrG8VaYBCneCY4E44Qee9H2SffVjWJZp1PELVK6H88,ipfs://QmToXFpstG5Yp4c5oc3YVLQWCgTdwUDAnW2od7tR1Bnnea,ipfs://QmfFHuk2whh1QScWFNhJQP8LRCuov6gLx9a34j9nCtubTA
72,DAVE O'FISH | TEZOS PIRATE 72/666,325,29.1930808241,Rare Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Common Sword,ipfs://QmZcwkmRdB8ULmFkKPeQDrvSENU8dYvcWPEJaNFJ8fPxjB,ipfs://QmaHcfLEy3KttrhEq8DevsHXzTTbE6pYsk7TBmuoTgc4zp,ipfs://QmPgLH2u2YQM7byT1fEwDzPUPqdERZ9Phd7spQJkSwufQG,ipfs://QmfNoD11Xuq17R4tbPv3DjABPmbcpjSrjvF2Xotk433Dif
432,JACK SEAFARER | TEZOS PIRATE 432/666,326,29.1881742446,Uncommon Animal,8,Common Beard,Rare Boots,Uncommon Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmaDs85dpbc4pYyMwZSRSbFb2FiCcE9SEp5tR8Q7Kd3NCm,ipfs://QmTK8EWvNr7M5VXzmaCNU8dRBZjETFHUQHRCyNa93KJuYK,ipfs://QmNoEpwQiBWB9wgQsuPBJYfSXJn17uXbzHCU21hGuXu5ir,ipfs://QmPHf5CWy8GuY5DxmAQrjW799nz7voUKuq7ynsewdPvT3H
41,BILLY THE CRUEL | TEZOS PIRATE 41/666,327,29.1206088584,Uncommon Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmbKg4GWEVzcJHBJiZ198BJvTuXe2a7EzuFV6EusZkcD3Q,ipfs://QmYvUjkij6UgjuUyKJpLqBQsXCQpYjsvLWNP48GoeJ2zHU,ipfs://QmWQZtEx3CaCqxPnp8eEgyXagBaRuCZTLfAkazoJEq82uZ,ipfs://QmXH323SJLdZLMxTBGPGWJE81SAbEXzaAfM5kg8an4df3D
363,SHADY THE DROWNED | TEZOS PIRATE 363/666,328,29.081073938,Common Animal,8,Rare Beard,Common Boots,Uncommon Hat,Common Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmesHnHtbg8MT4LTpFKwb58RMT9sWUwn7DAaSu8WGzC1iF,ipfs://QmVhRzVrJsU5iGJUTt4TJSqQEUJMXG3hBjnYMnEc12zMzT,ipfs://Qmb6HabyVGDhDL2ZY3CYKJTzrbo6MhMtjd2XpYGpKfPykZ,ipfs://QmQ5sKR1fYSmQjD1vkh6VmiDajz4iKkS7cCuKbLFTwFTfq
52,RADBERT BUTCHER | TEZOS PIRATE 52/666,329,29.0704579615,Common Animal,8,Common Beard,Rare Boots,Rare Hat,Common Jacket,Uncommon Pants,Carpenter,Common Sword,ipfs://Qmajs5BXCfbD4QjzXQVHYvkzQjKKYgyS7J8CFTGAMZuSMJ,ipfs://QmXvqV8cnYcJ94obhLpmfffPPBwNQ8xtu6F6Jj8b7Vc2Dh,ipfs://Qme3qSDr5qC9mtN1mr6BxgiyEvWKz5T1jrNRsHMZhoLAvv,ipfs://QmbZc7jvxHei1t6PUhPxJryRT27Vg3BZsgdoA17dRy5asq
196,DEVIL RAZORFACE | TEZOS PIRATE 196/666,330,29.0371972897,Common Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Rare Sword,ipfs://QmWqFfJ6TkTDm8yc1ZW5qNaARtqGkm7eU882Je5D5xPaH9,ipfs://QmXEuJrSX4NQVQXXbLWkUdFVtJabd1yUcXjMoX8TBQbYyr,ipfs://QmQL9KBL8ohq4sxCPJeUKpmED5bycTzcKeurDnnL6NtNMt,ipfs://QmTZ7rKX2oPQ1SezCZg59fAJdjiz9xyQTGmXCEZaWnFfAb
457,FOOL TURNER | TEZOS PIRATE 457/666,330,29.0371972897,Common Animal,8,Common Beard,Common Boots,Rare Hat,Common Jacket,Common Pants,Crewmate,Rare Sword,ipfs://QmWqswufLSPYyHJHKTTETBNwDkRijXNroApxSpYwXKRvmm,ipfs://QmQqCxZxAaJHxUaGvR9n2H9w323NaQA3XSPwrJq9rnkThc,ipfs://QmSDPEY6759DHd6t4iH4rcZvZiCivM9DHYL7bVM8crygqb,ipfs://QmaHe22KezE5WRdwNyRjvf8zLDqDQ9c1EzqWuSSJpg1xxz
94,BILLY LAW | TEZOS PIRATE 94/666,332,29.0086799866,Common Animal,8,Uncommon Beard,Uncommon Boots,Rare Hat,Uncommon Jacket,Common Pants,Carpenter,Common Sword,ipfs://QmabZHoFMPDwtBgXRbQxJiiM4sUBkjqRN2D9Ju4e98sksd,ipfs://QmSdjESqajcQTGfx5JoaYqwC7Q5Kk2M4iPxXsZ5JG7VKZ5,ipfs://QmbDRApErujHsweFc17AvTs1UzXckTLojTkuByh9BxnM8A,ipfs://QmW4QjEn4WKEaAuykxh5ub6rBB5o2N3RGWGDj57AJXsVs5
296,VINCE MARLOWE | TEZOS PIRATE 296/666,333,28.9026218552,Uncommon Animal,8,Common Beard,Uncommon Boots,Uncommon Hat,Uncommon Jacket,Rare Pants,Carpenter,Common Sword,ipfs://QmTZ9hq4FewRZdZdnTshNZ7UtfKBJwBrGAqpXbNMVqqANb,ipfs://QmRSSZGX7a3QZ2Qh1qEKEZzdNE13RTs2gT5YVyh3uA2cqy,ipfs://QmTgaoGxH1vFmwQsQqqy5EJ86d4tZnfVdejjbhESRFvfMM,ipfs://QmTkcnjD9NSBrZBszv8nzdbLRUraqaNx9JFS1eL5qrX7Cv
283,BILL THORPE | TEZOS PIRATE 283/666,334,28.8494944257,Common Animal,8,Uncommon Beard,Common Boots,Common Hat,Rare Jacket,Uncommon Pants,Carpenter,Uncommon Sword,ipfs://QmRst4az5cRnepxx4WECTX7bTrc6yEWcXnKwFSe1336GJa,ipfs://QmcnQF1pJCnSTbg1zKx3W6JpT7dtjNgCuoDGyj9j9NrPJB,ipfs://QmZ3ynJ1B6q3z2KoobShGM2W9p3RvCv5myatcYV86EDPPu,ipfs://QmZbEqdeKpxWKHBtiyq8SbcWMqBBZu2g5CK6KGrq18MwMG
208,KID O'FISH | TEZOS PIRATE 208/666,335,28.8289011409,Common Animal,8,Uncommon Beard,Common Boots,Uncommon Hat,Rare Jacket,Common Pants,Carpenter,Uncommon Sword,ipfs://QmP7kzSmWeSYnKfNuWi88BVnHGki5VbchD7kpLwW4fuuhz,ipfs://QmXDyKU9M47188d1WfocURZimGEbnMxUAJsco4T14WPKv9,ipfs://QmeQWQiaMwEzYUkdnEoBsK8rPZGi3e9EfYo7k6MWxYiDPU,ipfs://QmbHCsRvGW8JMEBqTZZAfKbs4Gbki8uUCnBSkkifUpDs6n
