ID,Name,Rank,Rarity_Score,Attributes,Background,Colour Scheme,Exploded?,Metallic Slice Percentage,Number of Cuts,Slice Angle,Slice Colour Weight,Special
2014,SUMO #2014,1658,44.1191972047281,7,Black,Brainiac 5,Undetonated,84.44%,19,70°,47.67%,
1065,SUMO #1065,1659,44.11588433253944,7,Black,Brainiac 5,Undetonated,84.44%,91,90°,47.15%,
1816,SUMO #1816,1660,44.11542728566754,7,Black,Iron Fist,Undetonated,42.06%,43,-80°,47.15%,
626,SUMO #626,1661,44.114670546937916,7,Black,Aquaman,Undetonated,42.06%,43,60°,59.29%,
1775,SUMO #1775,1662,44.10394765428331,7,Black,Iron Fist,Undetonated,75.8%,43,90°,39.22%,
1030,SUMO #1030,1663,44.102427586225325,7,Black,Captain America,Undetonated,42.06%,43,50°,59.29%,
1094,SUMO #1094,1664,44.09354535078382,7,Black,Aquaman,Undetonated,75.8%,19,60°,47.67%,
2796,SUMO #2796,1665,44.09144564461262,7,Black,Captain America,Undetonated,84.44%,19,60°,20.68%,
1539,SUMO #1539,1666,44.08957244525002,7,Black,The Thing,Undetonated,11.1%,43,30°,49.64%,
96,SUMO #96,1667,44.08776502238399,7,Black,Captain America,Undetonated,75.8%,91,60°,59.29%,
1076,SUMO #1076,1668,44.084744263834075,7,Black,Iron Fist,Undetonated,84.44%,43,90°,47.15%,
2995,SUMO #2995,1669,44.082203420528636,7,Black,Iron Fist,Undetonated,25.89%,19,90°,47.67%,
263,SUMO #263,1670,44.08207888379707,7,Black,Iron Fist,Undetonated,25.89%,43,-80°,47.15%,
110,SUMO #110,1671,44.07916791252592,7,Black,Captain America,Undetonated,25.89%,43,60°,47.67%,
2168,SUMO #2168,1672,44.06907918435485,7,Black,Captain America,Undetonated,25.89%,43,50°,59.29%,
797,SUMO #797,1673,44.066849852068366,7,Black,Martian Manhunter,Sumo Explode!,25.89%,43,-20°,47.15%,
951,SUMO #951,1674,44.06221322906155,7,Black,Brainiac 5,Undetonated,84.44%,91,90°,39.22%,
862,SUMO #862,1675,44.061756182189654,7,Black,Iron Fist,Undetonated,42.06%,43,-80°,39.22%,
2279,SUMO #2279,1676,44.06140564352198,7,Reaction Diffusion,The Thing,Undetonated,25.89%,19,50°,59.29%,
2571,SUMO #2571,1677,44.06126022572211,7,Black,Brainiac 5,Undetonated,75.8%,91,10°,59.29%,
887,SUMO #887,1678,44.05805008345958,7,Black,Captain America,Undetonated,42.06%,43,60°,47.15%,
2845,SUMO #2845,1679,44.052663115864036,7,Black,Brainiac 5,Undetonated,25.89%,43,10°,47.67%,
1095,SUMO #1095,1680,44.04336654312023,7,Black,Martian Manhunter,Undetonated,11.1%,43,30°,90.98%,
1358,SUMO #1358,1681,44.039079119847,7,Black,Aquaman,Undetonated,75.8%,19,60°,47.15%,
2464,SUMO #2464,1682,44.03686180462528,7,Black,Iron Fist,Undetonated,75.8%,43,-80°,20.68%,
1717,SUMO #1717,1683,44.031073160356186,7,Black,Iron Fist,Undetonated,84.44%,43,90°,39.22%,
67,SUMO #67,1684,44.03012015701675,7,Black,Iron Fist,Undetonated,75.8%,43,10°,59.29%,
2896,SUMO #2896,1685,44.02840778031918,7,Black,Iron Fist,Undetonated,25.89%,43,-80°,39.22%,
2272,SUMO #2272,1686,44.02773718959182,7,Black,Iron Fist,Undetonated,25.89%,19,90°,47.15%,
1156,SUMO #1156,1687,44.02683615913441,7,Black,Captain America,Undetonated,75.8%,19,50°,47.15%,
1313,SUMO #1313,1688,44.0247016815891,7,Black,Captain America,Undetonated,25.89%,43,60°,47.15%,
164,SUMO #164,1689,44.017028140756224,7,Reaction Diffusion,The Thing,Undetonated,25.89%,19,60°,47.15%,
1416,SUMO #1416,1690,44.01489052845687,7,Black,Captain America,Undetonated,84.44%,91,60°,59.29%,
1824,SUMO #1824,1691,44.007414487984406,7,Black,Iron Fist,Undetonated,42.06%,19,90°,39.22%,
224,SUMO #224,1692,44.0072361625328,7,Black,Brainiac 5,Undetonated,75.8%,43,70°,47.67%,
2100,SUMO #2100,1693,44.00437897998169,7,Black,Captain America,Undetonated,42.06%,43,60°,39.22%,
213,SUMO #213,1694,43.99512737940351,7,Black,Brainiac 5,Undetonated,84.44%,91,-80°,20.68%,
189,SUMO #189,1695,43.988385731794985,7,Black,Brainiac 5,Undetonated,84.44%,91,10°,59.29%,
2042,SUMO #2042,1696,43.97316505565652,7,Black,Captain America,Undetonated,75.8%,19,50°,39.22%,
281,SUMO #281,1697,43.96620462591988,7,Black,Aquaman,Undetonated,84.44%,19,60°,47.15%,
2405,SUMO #2405,1698,43.96398731069816,7,Black,Iron Fist,Undetonated,84.44%,43,-80°,20.68%,
2774,SUMO #2774,1699,43.94452578144933,7,Black,Brainiac 5,Undetonated,25.89%,43,10°,39.22%,
1896,SUMO #1896,1700,43.934361668605675,7,Black,Brainiac 5,Undetonated,84.44%,43,70°,47.67%,
729,SUMO #729,1701,43.930716286276684,7,Black,Iron Fist,Undetonated,42.06%,43,90°,47.67%,
713,SUMO #713,1702,43.90964561649291,7,Black,Iron Fist,Undetonated,84.44%,19,90°,20.68%,
1300,SUMO #1300,1703,43.90870981466139,7,Black,Aquaman,Undetonated,75.8%,43,60°,47.67%,
2604,SUMO #2604,1704,43.89909882811809,7,Black,Brainiac 5,Undetonated,75.8%,43,70°,39.22%,
2779,SUMO #2779,1705,43.89908622714868,7,Reaction Diffusion,Martian Manhunter,Undetonated,25.89%,19,60°,47.15%,
88,SUMO #88,1706,43.89862108649032,7,Black,Aquaman,Undetonated,75.8%,43,50°,59.29%,
799,SUMO #799,1707,43.88879331311593,7,Reaction Diffusion,The Thing,Undetonated,75.8%,19,50°,47.67%,
1923,SUMO #1923,1708,43.88295143611841,7,Black,Captain America,Undetonated,42.06%,19,60°,20.68%,
2219,SUMO #2219,1709,43.88010531182831,7,Black,Brainiac 5,Undetonated,84.44%,43,10°,20.68%,
1035,SUMO #1035,1710,43.87989543766886,7,Black,Brainiac 5,Undetonated,84.44%,43,70°,47.15%,
1249,SUMO #1249,1711,43.86760701078472,7,Black,Green Lantern,Sumo Explode!,75.8%,91,30°,47.67%,
238,SUMO #238,1712,43.85644663945653,7,Black,Brainiac 5,Undetonated,42.06%,19,10°,20.68%,
642,SUMO #642,1713,43.854811635516135,7,Black,Iron Fist,Undetonated,75.8%,19,70°,59.29%,
182,SUMO #182,1714,43.849603034247934,7,Black,Captain America,Undetonated,25.89%,19,60°,20.68%,
1933,SUMO #1933,1715,43.84541512367079,7,Reaction Diffusion,Martian Manhunter,Undetonated,25.89%,19,60°,39.22%,
335,SUMO #335,1716,43.84290165346939,7,Black,Iron Fist,Undetonated,25.89%,43,90°,47.15%,
1862,SUMO #1862,1717,43.842000623011984,7,Black,Captain America,Undetonated,75.8%,43,50°,47.15%,
2971,SUMO #2971,1718,43.83641276022741,7,Black,The Thing,Undetonated,98.98%,19,30°,90.98%,
829,SUMO #829,1719,43.833090500337164,7,Black,Iron Fist,Undetonated,84.44%,91,90°,59.29%,
513,SUMO #513,1720,43.83042512030015,7,Black,Iron Fist,Undetonated,25.89%,91,-80°,59.29%,
2700,SUMO #2700,1721,43.82359236002168,7,Black,Captain America,Undetonated,84.44%,43,50°,47.67%,
1293,SUMO #1293,1722,43.82309823758605,7,Black,Brainiac 5,Undetonated,25.89%,19,10°,20.68%,
770,SUMO #770,1723,43.8228883634266,7,Black,Brainiac 5,Undetonated,25.89%,19,70°,47.15%,
2180,SUMO #2180,1724,43.82257895186198,7,Black,Iron Fist,Undetonated,42.06%,43,90°,39.22%,
331,SUMO #331,1725,43.82037061869686,7,Black,Brainiac 5,Undetonated,25.89%,91,90°,39.22%,
824,SUMO #824,1726,43.815196088571454,7,Black,Martian Manhunter,Sumo Explode!,25.89%,91,-20°,59.29%,
669,SUMO #669,1727,43.81217664836249,7,Black,Aquaman,Undetonated,42.06%,19,60°,47.67%,
2017,SUMO #2017,1728,43.80639631996266,7,Black,Captain America,Undetonated,42.06%,91,60°,59.29%,
2602,SUMO #2602,1729,43.80256566181919,7,Black,Brainiac 5,Undetonated,42.06%,19,70°,39.22%,
2975,SUMO #2975,1730,43.800572480246686,7,Black,Aquaman,Undetonated,75.8%,43,60°,39.22%,
2653,SUMO #2653,1731,43.797684574297605,7,Black,Iron Fist,Undetonated,75.8%,43,90°,20.68%,
2456,SUMO #2456,1732,43.794732516857586,7,Black,Green Lantern,Sumo Explode!,84.44%,91,30°,47.67%,
1332,SUMO #1332,1733,43.7892305499915,7,Black,Iron Fist,Undetonated,25.89%,43,90°,39.22%,
2353,SUMO #2353,1734,43.786633170909305,7,Black,Brainiac 5,Undetonated,42.06%,91,-80°,20.68%,
2114,SUMO #2114,1735,43.78193714158901,7,Black,Iron Fist,Undetonated,84.44%,19,70°,59.29%,
451,SUMO #451,1736,43.77882824649201,7,Black,Aquaman,Undetonated,25.89%,19,60°,47.67%,
2228,SUMO #2228,1737,43.778521501155915,7,Reaction Diffusion,The Thing,Undetonated,25.89%,43,60°,39.22%,
1797,SUMO #1797,1738,43.77731403182115,7,Reaction Diffusion,Martian Manhunter,Undetonated,75.8%,91,60°,59.29%,
2595,SUMO #2595,1739,43.77304791809218,7,Black,Captain America,Undetonated,25.89%,91,60°,59.29%,
1681,SUMO #1681,1740,43.76912612908486,7,Black,Captain America,Undetonated,84.44%,43,50°,47.15%,
2703,SUMO #2703,1741,43.75771041742567,7,Black,Aquaman,Undetonated,42.06%,19,60°,47.15%,
2994,SUMO #2994,1742,43.755950149075844,7,Black,Brainiac 5,Undetonated,84.44%,91,90°,20.68%,
2701,SUMO #2701,1743,43.75549310220395,7,Black,Iron Fist,Undetonated,42.06%,43,-80°,20.68%,
251,SUMO #251,1744,43.75328476903883,7,Black,Brainiac 5,Undetonated,25.89%,91,-80°,20.68%,
62,SUMO #62,1745,43.74875145459542,7,Black,Iron Fist,Undetonated,42.06%,43,10°,59.29%,
588,SUMO #588,1746,43.7465431214303,7,Black,Brainiac 5,Undetonated,25.89%,91,10°,59.29%,
2598,SUMO #2598,1747,43.74546745671308,7,Black,Captain America,Undetonated,42.06%,19,50°,47.15%,
1685,SUMO #1685,1748,43.72769798631956,7,Black,Aquaman,Undetonated,84.44%,43,60°,39.22%,
501,SUMO #501,1749,43.718470846619866,7,Black,Martian Manhunter,Undetonated,98.98%,19,30°,90.98%,
1723,SUMO #1723,1750,43.71545502560697,7,Black,Captain America,Undetonated,84.44%,43,50°,39.22%,
249,SUMO #249,1751,43.70443953789402,7,Reaction Diffusion,Martian Manhunter,Undetonated,84.44%,91,60°,59.29%,
414,SUMO #414,1752,43.70403931394778,7,Black,Aquaman,Undetonated,42.06%,19,60°,39.22%,
2341,SUMO #2341,1753,43.69811589999598,7,Black,Captain America,Undetonated,42.06%,43,60°,20.68%,
680,SUMO #680,1754,43.69179635323519,7,Black,Captain America,Undetonated,42.06%,19,50°,39.22%,
470,SUMO #470,1755,43.68659518244288,7,Black,Green Lantern,Sumo Explode!,84.44%,91,30°,39.22%,
2618,SUMO #2618,1756,43.67914493638341,7,Black,Aquaman,Undetonated,75.8%,19,60°,20.68%,
231,SUMO #231,1757,43.67316002750451,7,Black,Iron Fist,Undetonated,75.8%,19,10°,47.15%,
2329,SUMO #2329,1758,43.671654909032405,7,Black,Green Lantern,Undetonated,75.8%,19,60°,59.29%,
2708,SUMO #2708,1759,43.6716111033341,7,Black,Brainiac 5,Undetonated,42.06%,43,10°,20.68%,
740,SUMO #740,1760,43.667803006128224,7,Black,Iron Fist,Undetonated,25.89%,19,90°,20.68%,
191,SUMO #191,1761,43.658447951364714,7,Black,Captain America,Undetonated,25.89%,19,50°,39.22%,
673,SUMO #673,1762,43.65238833735825,7,Black,The Thing,Sumo Explode!,75.8%,91,-20°,39.22%,
779,SUMO #779,1763,43.646734835142105,7,Black,Martian Manhunter,Undetonated,98.98%,19,30°,49.64%,
70,SUMO #70,1764,43.63805282730417,7,Black,Brainiac 5,Undetonated,25.89%,43,70°,47.15%,
1015,SUMO #1015,1765,43.624596291842956,7,Black,Iron Fist,Undetonated,42.06%,91,90°,59.29%,
2046,SUMO #2046,1766,43.61509815152747,7,Black,Captain America,Undetonated,42.06%,43,50°,47.67%,
310,SUMO #310,1767,43.606270442456285,7,Black,Aquaman,Undetonated,84.44%,19,60°,20.68%,
2453,SUMO #2453,1768,43.600285533577384,7,Black,Iron Fist,Undetonated,84.44%,19,10°,47.15%,
434,SUMO #434,1769,43.597101605466584,7,Black,Iron Fist,Undetonated,84.44%,43,70°,59.29%,
732,SUMO #732,1770,43.59615911792734,7,Reaction Diffusion,Martian Manhunter,Undetonated,84.44%,43,60°,20.68%,
165,SUMO #165,1771,43.594027481743694,7,Black,Captain America,Undetonated,84.44%,19,50°,20.68%,
1463,SUMO #1463,1772,43.59124788997248,7,Black,Iron Fist,Undetonated,25.89%,91,90°,59.29%,
1849,SUMO #1849,1773,43.59034685951507,7,Black,Captain America,Undetonated,75.8%,91,50°,59.29%,
265,SUMO #265,1774,43.583903982198514,7,Black,Aquaman,Undetonated,25.89%,43,50°,59.29%,
2552,SUMO #2552,1775,43.58174974965699,7,Black,Captain America,Undetonated,25.89%,43,50°,47.67%,
1716,SUMO #1716,1776,43.57984121262722,7,Black,The Thing,Undetonated,98.98%,43,30°,49.64%,
55,SUMO #55,1777,43.56063192059065,7,Black,Captain America,Undetonated,42.06%,43,50°,47.15%,
2775,SUMO #2775,1778,43.55288990649291,7,Black,Green Lantern,Sumo Explode!,25.89%,91,30°,47.67%,
1970,SUMO #1970,1779,43.54596935674932,7,Black,Captain America,Undetonated,75.8%,91,60°,47.15%,
126,SUMO #126,1780,43.5427907223189,7,Black,Iron Fist,Undetonated,75.8%,43,10°,47.67%,
2140,SUMO #2140,1781,43.54166095697808,7,Black,Aquaman,Undetonated,75.8%,19,50°,47.15%,
2946,SUMO #2946,1782,43.54009453122433,7,Black,Iron Fist,Undetonated,25.89%,19,70°,59.29%,
916,SUMO #916,1783,43.539526479432766,7,Black,Aquaman,Undetonated,25.89%,43,60°,47.15%,
945,SUMO #945,1784,43.53363531049743,7,Black,Martian Manhunter,Undetonated,98.98%,43,30°,90.98%,
2173,SUMO #2173,1785,43.53177207742656,7,Black,Green Lantern,Sumo Explode!,42.06%,91,30°,47.15%,
950,SUMO #950,1786,43.53047206503016,7,Black,Iron Fist,Undetonated,84.44%,91,-80°,47.15%,
1814,SUMO #1814,1787,43.52756109375901,7,Black,Captain America,Undetonated,84.44%,91,60°,47.67%,
148,SUMO #148,1788,43.52325269398777,7,Black,Aquaman,Undetonated,84.44%,19,50°,47.67%,
382,SUMO #382,1789,43.519961254205256,7,Black,Brainiac 5,Undetonated,84.44%,43,70°,20.68%,
2677,SUMO #2677,1790,43.519464560087435,7,Black,Brainiac 5,Undetonated,75.8%,91,10°,47.15%,
2364,SUMO #2364,1791,43.51920377782535,7,Black,Aquaman,Undetonated,42.06%,43,60°,39.22%,
2713,SUMO #2713,1792,43.51631587187627,7,Black,Iron Fist,Undetonated,42.06%,43,90°,20.68%,
1400,SUMO #1400,1793,43.51410753871116,7,Black,Brainiac 5,Undetonated,25.89%,91,90°,20.68%,
2934,SUMO #2934,1794,43.49842367555608,7,Black,Green Lantern,Sumo Explode!,25.89%,91,30°,47.15%,
49,SUMO #49,1795,43.49430940026098,7,Black,Aquaman,Undetonated,75.8%,43,60°,20.68%,
1948,SUMO #1948,1796,43.49229825327143,7,Black,Captain America,Undetonated,75.8%,91,60°,39.22%,
1260,SUMO #1260,1797,43.48832449138208,7,Black,Iron Fist,Undetonated,75.8%,43,10°,47.15%,
2473,SUMO #2473,1798,43.473612415242286,7,Black,Captain America,Undetonated,25.89%,43,50°,39.22%,
1457,SUMO #1457,1799,43.473094862822194,7,Black,Captain America,Undetonated,84.44%,91,60°,47.15%,
2134,SUMO #2134,1800,43.469916228391774,7,Black,Iron Fist,Undetonated,84.44%,43,10°,47.67%,
2267,SUMO #2267,1801,43.468786463050954,7,Black,Aquaman,Undetonated,84.44%,19,50°,47.15%,
1501,SUMO #1501,1802,43.465793456609546,7,Black,Brainiac 5,Undetonated,75.8%,91,10°,39.22%,
2608,SUMO #2608,1803,43.462954179963006,7,Black,Brainiac 5,Undetonated,25.89%,19,70°,20.68%,
612,SUMO #612,1804,43.46189929901967,7,Black,Martian Manhunter,Undetonated,98.98%,43,30°,49.64%,
115,SUMO #115,1805,43.4532065963843,7,Black,Green Lantern,Sumo Explode!,75.8%,91,30°,20.68%,
437,SUMO #437,1806,43.446257556019994,7,Black,Iron Fist,Undetonated,42.06%,19,10°,47.67%,
2533,SUMO #2533,1807,43.44132997997497,7,Reaction Diffusion,Brainiac 5,Undetonated,84.44%,19,-20°,59.29%,
168,SUMO #168,1808,43.41544999745496,7,Black,Iron Fist,Undetonated,84.44%,43,10°,47.15%,
372,SUMO #372,1809,43.41290915414952,7,Black,Iron Fist,Undetonated,25.89%,19,10°,47.67%,
2773,SUMO #2773,1810,43.41129165179247,7,Black,Aquaman,Undetonated,75.8%,43,50°,47.67%,
252,SUMO #252,1811,43.40919194562127,7,Black,Captain America,Undetonated,84.44%,43,50°,20.68%,
2010,SUMO #2010,1812,43.397837782559776,7,Reaction Diffusion,The Thing,Undetonated,75.8%,91,50°,59.29%,
2587,SUMO #2587,1813,43.39777623396208,7,Black,Aquaman,Undetonated,42.06%,19,60°,20.68%,
2331,SUMO #2331,1814,43.391791325083176,7,Black,Iron Fist,Undetonated,42.06%,19,10°,47.15%,
2599,SUMO #2599,1815,43.39134233654433,7,Black,The Thing,Sumo Explode!,25.89%,91,-20°,47.15%,
1807,SUMO #1807,1816,43.385533273249486,7,Black,Captain America,Undetonated,42.06%,19,50°,20.68%,
1210,SUMO #1210,1817,43.369845818785066,7,Black,The Thing,Undetonated,75.8%,200,-20°,59.29%,
2523,SUMO #2523,1818,43.36785902759619,7,Black,The Thing,Undetonated,11.1%,91,30°,90.98%,
2414,SUMO #2414,1819,43.35682542085565,7,Black,Aquaman,Undetonated,75.8%,43,50°,47.15%,
1267,SUMO #1267,1820,43.35431650756266,7,Reaction Diffusion,Martian Manhunter,Undetonated,25.89%,43,60°,20.68%,
1711,SUMO #1711,1821,43.35073373955895,7,Reaction Diffusion,The Thing,Undetonated,75.8%,43,-80°,59.29%,
345,SUMO #345,1822,43.34576106563931,7,Black,Iron Fist,Undetonated,84.44%,91,90°,47.67%,
1362,SUMO #1362,1823,43.34309568560229,7,Black,Iron Fist,Undetonated,25.89%,91,-80°,47.67%,
1803,SUMO #1803,1824,43.33477444176488,7,Reaction Diffusion,The Thing,Undetonated,25.89%,43,50°,47.15%,
1485,SUMO #1485,1825,43.32197785653595,7,Black,Iron Fist,Undetonated,42.06%,91,-80°,47.15%,
2789,SUMO #2789,1826,43.321221117806324,7,Black,Aquaman,Undetonated,42.06%,91,60°,59.29%,
893,SUMO #893,1827,43.29697132485794,7,Black,The Thing,Undetonated,84.44%,200,-20°,59.29%,
254,SUMO #254,1828,43.28571848339433,7,Black,Captain America,Undetonated,25.89%,91,60°,47.67%,
2161,SUMO #2161,1829,43.27811864384057,7,Black,Brainiac 5,Undetonated,25.89%,43,70°,20.68%,
373,SUMO #373,1830,43.26830675305806,7,Black,Iron Fist,Undetonated,42.06%,91,-80°,39.22%,
328,SUMO #328,1831,43.264600654327985,7,Black,Captain America,Undetonated,42.06%,91,60°,47.15%,
2348,SUMO #2348,1832,43.261422019897566,7,Black,Iron Fist,Undetonated,42.06%,43,10°,47.67%,
1809,SUMO #1809,1833,43.260292254556745,7,Black,Aquaman,Undetonated,42.06%,19,50°,47.15%,
2913,SUMO #2913,1834,43.259213686732444,7,Black,Brainiac 5,Undetonated,25.89%,91,10°,47.67%,
2400,SUMO #2400,1835,43.24014147595434,7,Black,Iron Fist,Undetonated,84.44%,19,70°,47.15%,
1963,SUMO #1963,1836,43.234958351187586,7,Black,Iron Fist,Undetonated,25.89%,91,-80°,39.22%,
279,SUMO #279,1837,43.23125225245751,7,Black,Captain America,Undetonated,25.89%,91,60°,47.15%,
1942,SUMO #1942,1838,43.22807361802709,7,Black,Iron Fist,Undetonated,25.89%,43,10°,47.67%,
1019,SUMO #1019,1839,43.220852171389566,7,Reaction Diffusion,The Thing,Undetonated,25.89%,19,-80°,59.29%,
2160,SUMO #2160,1840,43.216832528157326,7,Reaction Diffusion,Martian Manhunter,Undetonated,25.89%,43,50°,47.15%,
317,SUMO #317,1841,43.21378673340121,7,Black,Brainiac 5,Undetonated,75.8%,91,70°,47.67%,
1696,SUMO #1696,1842,43.21294069783965,7,Black,Aquaman,Undetonated,42.06%,43,60°,20.68%,
820,SUMO #820,1843,43.210929550850096,7,Black,Captain America,Undetonated,42.06%,91,60°,39.22%,
493,SUMO #493,1844,43.206621151078856,7,Black,Aquaman,Undetonated,42.06%,19,50°,39.22%,
287,SUMO #287,1845,43.205450670488645,7,Black,Green Lantern,Undetonated,42.06%,43,60°,59.29%,
1298,SUMO #1298,1846,43.204747455795626,7,Black,Brainiac 5,Undetonated,25.89%,91,10°,47.15%,
2379,SUMO #2379,1847,43.196509826549914,7,Reaction Diffusion,Martian Manhunter,Undetonated,42.06%,43,50°,39.22%,
1852,SUMO #1852,1848,43.18647037247645,7,Black,Iron Fist,Undetonated,84.44%,19,70°,39.22%,
2980,SUMO #2980,1849,43.186035173285724,7,Black,Captain America,Undetonated,75.8%,91,60°,20.68%,
2315,SUMO #2315,1850,43.184424754188214,7,Black,Brainiac 5,Undetonated,42.06%,91,10°,39.22%,
2838,SUMO #2838,1851,43.18264666469585,7,Black,Iron Fist,Undetonated,75.8%,43,70°,47.67%,
1661,SUMO #1661,1852,43.18184726270859,7,Reaction Diffusion,Martian Manhunter,Undetonated,75.8%,91,60°,39.22%,
2718,SUMO #2718,1853,43.181726773514484,7,Black,Aquaman,Undetonated,75.8%,19,50°,20.68%,
2281,SUMO #2281,1854,43.1790294112504,7,Black,Martian Manhunter,Undetonated,84.44%,200,-20°,59.29%,
2289,SUMO #2289,1855,43.17423674616348,7,Black,Green Lantern,Undetonated,75.8%,19,50°,59.29%,
2888,SUMO #2888,1856,43.17327274920838,7,Black,Aquaman,Undetonated,25.89%,19,50°,39.22%,
1434,SUMO #1434,1857,43.17210226861817,7,Black,Green Lantern,Undetonated,25.89%,43,60°,59.29%,
2812,SUMO #2812,1858,43.16379623395804,7,Black,Iron Fist,Undetonated,84.44%,91,10°,59.29%,
1129,SUMO #1129,1859,43.15953037662384,7,Black,Brainiac 5,Undetonated,75.8%,91,10°,20.68%,
1732,SUMO #1732,1860,43.15932050246439,7,Black,Brainiac 5,Undetonated,75.8%,91,70°,47.15%,
1353,SUMO #1353,1861,43.15328468548286,7,Black,Iron Fist,Undetonated,42.06%,43,10°,39.22%,
1879,SUMO #1879,1862,43.15107635231774,7,Black,Brainiac 5,Undetonated,25.89%,91,10°,39.22%,
1305,SUMO #1305,1863,43.13848949209249,7,Black,Green Lantern,Sumo Explode!,25.89%,91,30°,20.68%,
1955,SUMO #1955,1864,43.129922949371135,7,Black,Aquaman,Undetonated,42.06%,43,50°,47.67%,
2432,SUMO #2432,1865,43.12839030791849,7,Black,Iron Fist,Undetonated,75.8%,43,10°,20.68%,
775,SUMO #775,1866,43.11993628361238,7,Black,Iron Fist,Undetonated,25.89%,43,10°,39.22%,
715,SUMO #715,1867,43.1152603855298,7,Black,Aquaman,Undetonated,75.8%,91,60°,47.67%,
539,SUMO #539,1868,43.11155650923127,7,Reaction Diffusion,The Thing,Undetonated,75.8%,43,90°,59.29%,
1586,SUMO #1586,1869,43.111450980407426,7,Black,Green Lantern,Undetonated,84.44%,19,60°,47.67%,
1640,SUMO #1640,1870,43.10977217076873,7,Black,Iron Fist,Undetonated,84.44%,43,70°,47.67%,
300,SUMO #300,1871,43.1056493989865,7,Black,Brainiac 5,Undetonated,75.8%,91,70°,39.22%,
1844,SUMO #1844,1872,43.10517165735874,7,Black,Aquaman,Undetonated,75.8%,91,50°,59.29%,
609,SUMO #609,1873,43.10391845527462,7,Black,Iron Fist,Undetonated,25.89%,91,90°,47.67%,
1254,SUMO #1254,1874,43.10301742481722,7,Black,Captain America,Undetonated,75.8%,91,50°,47.67%,
2074,SUMO #2074,1875,43.09657454750066,7,Black,Aquaman,Undetonated,25.89%,43,50°,47.67%,
1926,SUMO #1926,1876,43.08665588269672,7,Black,Brainiac 5,Undetonated,84.44%,91,10°,20.68%,
1271,SUMO #1271,1877,43.08280062620828,7,Black,Iron Fist,Undetonated,42.06%,91,90°,47.15%,
2539,SUMO #2539,1878,43.07618813991984,7,Black,Green Lantern,Undetonated,75.8%,19,60°,39.22%,
1430,SUMO #1430,1879,43.074509330281145,7,Black,Iron Fist,Undetonated,75.8%,43,70°,39.22%,
2048,SUMO #2048,1880,43.06079415459298,7,Black,Aquaman,Undetonated,75.8%,91,60°,47.15%,
594,SUMO #594,1881,43.05551581399136,7,Black,Iron Fist,Undetonated,84.44%,43,10°,20.68%,
2222,SUMO #2222,1882,43.05530593983191,7,Black,Iron Fist,Undetonated,84.44%,43,70°,47.15%,
2164,SUMO #2164,1883,43.05276509652647,7,Black,Iron Fist,Undetonated,25.89%,19,70°,47.67%,
2780,SUMO #2780,1884,43.0485511938804,7,Black,Captain America,Undetonated,75.8%,91,50°,47.15%,
730,SUMO #730,1885,43.03277490505938,7,Black,Brainiac 5,Undetonated,84.44%,91,70°,39.22%,
2422,SUMO #2422,1886,43.03185714161958,7,Black,Iron Fist,Undetonated,42.06%,19,10°,20.68%,
2406,SUMO #2406,1887,43.03140815308073,7,Black,The Thing,Sumo Explode!,25.89%,91,-20°,20.68%,
2418,SUMO #2418,1888,43.008188660171754,7,Reaction Diffusion,The Thing,Undetonated,42.06%,43,50°,20.68%,
2138,SUMO #2138,1889,43.007123051115094,7,Black,Aquaman,Undetonated,75.8%,91,60°,39.22%,
697,SUMO #697,1890,43.00163483635402,7,Black,Iron Fist,Undetonated,84.44%,43,70°,39.22%,
1429,SUMO #1429,1891,42.99829886558965,7,Black,Iron Fist,Undetonated,25.89%,19,70°,47.15%,
269,SUMO #269,1892,42.996891237392056,7,Black,Aquaman,Undetonated,75.8%,43,50°,20.68%,
840,SUMO #840,1893,42.99578112085992,7,Black,Iron Fist,Undetonated,25.89%,91,90°,39.22%,
1517,SUMO #1517,1894,42.98843721308595,7,Black,Aquaman,Undetonated,25.89%,43,50°,39.22%,
2169,SUMO #2169,1895,42.97797616398224,7,Black,Iron Fist,Undetonated,42.06%,19,70°,39.22%,
835,SUMO #835,1896,42.975676699953276,7,Black,Captain America,Undetonated,84.44%,91,50°,47.15%,
2525,SUMO #2525,1897,42.97053520275619,7,Black,Martian Manhunter,Undetonated,42.06%,200,-20°,59.29%,
1670,SUMO #1670,1898,42.95530202546383,7,Black,Iron Fist,Undetonated,42.06%,91,10°,59.29%,
809,SUMO #809,1899,42.95308178641786,7,Black,Iron Fist,Undetonated,75.8%,19,70°,20.68%,
827,SUMO #827,1900,42.945023707275304,7,Black,Green Lantern,Undetonated,75.8%,43,60°,47.15%,
208,SUMO #208,1901,42.944627762111764,7,Black,Iron Fist,Undetonated,25.89%,19,70°,39.22%,
1984,SUMO #1984,1902,42.93424855718797,7,Black,Aquaman,Undetonated,84.44%,91,60°,39.22%,
140,SUMO #140,1903,42.93136065123889,7,Black,Iron Fist,Undetonated,84.44%,91,90°,20.68%,
79,SUMO #79,1904,42.92869527120188,7,Black,Iron Fist,Undetonated,25.89%,91,-80°,20.68%,
1524,SUMO #1524,1905,42.92200559647539,7,Black,Captain America,Undetonated,84.44%,91,50°,39.22%,
1388,SUMO #1388,1906,42.92195362359335,7,Black,Iron Fist,Undetonated,25.89%,91,10°,59.29%,
