ID,Name,Rank,Rarity_Score,Attributes,Background,Body,Body Material,Energy,Flyer,Head,Left Arm,Right Arm
181,Unibot #181,947,64.96510670925709,8,Miami,Candy Machine,Silver,Wind,No,Helmet,A006,A006
732,Unibot #732,948,64.9386610414173,8,Edo,Mustang Engine,Silver,Geothermal,No,Brain Capsule,A010,A010
461,Unibot #461,949,64.89360823658578,8,Athens,Armor 02,Silver,Solar,No,Bee,A010,A010
844,Unibot #844,950,64.86359343026577,8,Caracas,Candy Machine,Silver,Geothermal,No,IG-11,A006,A006
22,Unibot #22,951,64.83080888093546,8,Sahara,Armor 02,Silver,Biodiesel,No,Brain Capsule,A006,A006
829,Unibot #829,952,64.80999698629867,8,Caracas,Candy Machine,Silver,Hydraulic,No,Helmet,A009,A009
679,Unibot #679,953,64.68769007907125,8,Carthage,Suit,Silver,Hydraulic,No,Helmet,A002,A002
585,Unibot #585,954,64.68617209367505,8,Caracas,Drying machine,Silver,Geothermal,No,Googles,A006,A006
12,Unibot #12,955,64.59363044771685,8,Caracas,Candy Machine,Silver,Geothermal,No,IG-11,A010,A010
873,Unibot #873,956,64.54888960918588,8,Caracas,Armor 02,Silver,Biodiesel,No,Googles,A008,A008
133,Unibot #133,957,64.54367889755993,8,Caracas,Synthetic Heart,Silver,Wind,No,Brain Capsule,A004,A004
517,Unibot #517,958,64.53025098927331,8,Caracas,Candy Machine,Silver,Hydraulic,No,Fancy Chappie,A005,A005
905,Unibot #905,959,64.5231495860697,8,Edo,Mustang Engine,Silver,Solar,No,Googles,A006,A006
353,Unibot #353,960,64.49949397232429,8,Caracas,Synthetic Heart,Silver,Hydraulic,No,Fancy Chappie,A010,A010
370,Unibot #370,961,64.49008185609021,8,Caracas,Armor 04,Silver,Biodiesel,No,Rocket,A006,A006
1020,Unibot #1020,962,64.47607174735222,8,Edo,Armor 02,Silver,Wind,No,Rocket,A005,A005
201,Unibot #201,963,64.46732889191836,8,Carthage,Armor 02,Silver,Biodiesel,No,Fancy Chappie,A006,A006
440,Unibot #440,964,64.43990048911081,8,Paris,Armor 02,Silver,Wind,No,Bee,A010,A010
682,Unibot #682,965,64.32682315373471,8,Hong Kong,Armor 01,Silver,Biodiesel,No,Brain Capsule,A005,A005
372,Unibot #372,966,64.26325760365192,8,Carthage,Suit,Silver,Solar,No,Helmet,A002,A002
854,Unibot #854,967,64.18884167502829,8,Edo,Armor 01,Silver,Wind,No,Googles,A006,A006
86,Unibot #86,968,64.1195039665935,8,Sahara,Candy Machine,Silver,Geothermal,No,Jaw,A005,A005
450,Unibot #450,969,64.10998805693464,8,New Mexico,Armor 02,Silver,Solar,No,Helmet,A004,A004
14,Unibot #14,970,64.10315200583442,8,Caracas,Mustang Engine,Silver,Biodiesel,No,Googles,A005,A005
520,Unibot #520,971,64.06893073977415,8,Florence,Armor 02,Silver,Hydraulic,No,Googles,A008,A008
709,Unibot #709,972,64.01885811403895,8,Caracas,Armor 02,Silver,Biodiesel,No,Bee,A004,A004
734,Unibot #734,973,63.92207667108938,8,Edo,Satellite,Silver,Solar,No,Helmet,A008,A008
842,Unibot #842,974,63.865475061670836,8,Caracas,Armor 04,Silver,Wind,No,Googles,A004,A004
767,Unibot #767,975,63.83734966092511,8,Carthage,Armor 04,Silver,Biodiesel,No,Drone,A005,A005
26,Unibot #26,976,63.8368947771782,8,Florence,Satellite,Silver,Solar,No,Brain Capsule,A004,A004
275,Unibot #275,977,63.75315187706137,8,Paris,Synthetic Heart,Silver,Biodiesel,No,Googles,A010,A010
560,Unibot #560,978,63.742285841939164,8,Paris,Armor 04,Silver,Wind,No,Googles,A006,A006
37,Unibot #37,979,63.69653234072267,8,Caracas,Armor 01,Silver,Hydraulic,No,Jaw,A008,A008
226,Unibot #226,980,63.65915389654343,8,Granada,Synthetic Heart,Silver,Biodiesel,No,Jaw,A010,A010
807,Unibot #807,981,63.495085398241244,8,Caracas,Suit,Silver,Geothermal,No,Brain Capsule,A006,A006
994,Unibot #994,982,63.4577926834875,8,Caracas,Synthetic Heart,Silver,Geothermal,No,Jaw,A002,A002
928,Unibot #928,983,63.227247920258435,8,Carthage,Armor 02,Silver,Solar,No,Rocket,A006,A006
1003,Unibot #1003,984,63.22676260474532,8,Carthage,Satellite,Silver,Solar,No,Broken Screen,A010,A010
100,Unibot #100,985,63.121540468148325,8,Edo,Candy Machine,Silver,Solar,No,IG-11,A005,A005
187,Unibot #187,986,62.91754547129502,8,Edo,Armor 04,Silver,Geothermal,No,Helmet,A008,A008
195,Unibot #195,987,62.82561279267401,8,Carthage,Armor 04,Silver,Wind,No,IG-11,A005,A005
827,Unibot #827,988,62.789322964719105,8,Florence,Drying machine,Silver,Wind,No,Jaw,A005,A005
408,Unibot #408,989,62.75302283184804,8,Carthage,Armor 02,Silver,Hydraulic,No,Lighbulb,A010,A010
793,Unibot #793,990,62.71692672012131,8,Edo,Candy Machine,Silver,Hydraulic,No,Jaw,A004,A004
733,Unibot #733,991,62.711468616318626,8,Caracas,Armor 04,Silver,Biodiesel,No,Lighbulb,A005,A005
587,Unibot #587,992,62.70154219536518,8,Edo,Armor 02,Silver,Solar,No,Helmet,A009,A009
463,Unibot #463,993,62.63716687166995,8,Carthage,Armor 02,Silver,Wind,No,IG-11,A005,A005
420,Unibot #420,994,62.50176173718695,8,Carthage,Armor 02,Silver,Hydraulic,No,Fancy Chappie,A005,A005
407,Unibot #407,995,62.468547363089215,8,Florence,Mustang Engine,Silver,Hydraulic,No,Jaw,A010,A010
747,Unibot #747,996,62.41194399308746,8,Florence,Satellite,Silver,Hydraulic,No,Googles,A010,A010
874,Unibot #874,997,62.376756955779555,8,Carthage,Armor 04,Silver,Biodiesel,No,Bee,A006,A006
611,Unibot #611,998,62.343397419420185,8,Carthage,Armor 01,Silver,Biodiesel,No,Brain Capsule,A010,A010
859,Unibot #859,999,62.341033505799885,8,Edo,Armor 04,Silver,Wind,No,Jaw,A004,A004
7,Unibot #7,1000,62.249817734105434,8,Carthage,Suit,Silver,Hydraulic,No,Googles,A005,A005
986,Unibot #986,1001,62.16249028354001,8,Florence,Candy Machine,Silver,Solar,No,Bee,A005,A005
286,Unibot #286,1002,62.00662133925252,8,Edo,Armor 02,Silver,Hydraulic,No,Jaw,A002,A002
77,Unibot #77,1003,61.80598799596588,8,Granada,Synthetic Heart,Silver,Hydraulic,No,Helmet,A005,A005
673,Unibot #673,1004,61.71655648927816,8,Carthage,Mustang Engine,Silver,Solar,No,Helmet,A010,A010
339,Unibot #339,1005,61.70960187989307,8,Edo,Suit,Silver,Hydraulic,No,Jaw,A006,A006
878,Unibot #878,1006,61.70350571663684,8,Hong Kong,Armor 02,Silver,Biodiesel,No,Helmet,A006,A006
580,Unibot #580,1007,61.6130730564422,8,Edo,Armor 04,Silver,Solar,No,Helmet,A002,A002
486,Unibot #486,1008,61.55622755650257,8,Hong Kong,Armor 04,Silver,Wind,No,Helmet,A005,A005
632,Unibot #632,1009,61.263969345436614,8,Caracas,Armor 02,Silver,Wind,No,Brain Capsule,A006,A006
222,Unibot #222,1010,61.15996201201722,8,Caracas,Armor 01,Silver,Geothermal,No,Brain Capsule,A005,A005
421,Unibot #421,1011,60.81265650135427,8,Edo,Armor 04,Silver,Wind,No,Brain Capsule,A005,A005
890,Unibot #890,1012,60.749018582453196,8,Carthage,Synthetic Heart,Silver,Biodiesel,No,Brain Capsule,A005,A005
543,Unibot #543,1013,60.65885626928408,8,Carthage,Synthetic Heart,Silver,Solar,No,Brain Capsule,A006,A006
630,Unibot #630,1014,60.3667234956346,8,Carthage,Armor 04,Silver,Hydraulic,No,Jaw,A004,A004
940,Unibot #940,1015,60.155803717775875,8,Florence,Synthetic Heart,Silver,Geothermal,No,Helmet,A006,A006
929,Unibot #929,1016,59.57888909409898,8,Caracas,Armor 02,Silver,Geothermal,No,Googles,A005,A005
884,Unibot #884,1017,59.16169724104135,8,Caracas,Satellite,Silver,Hydraulic,No,Jaw,A005,A005
483,Unibot #483,1018,59.131236892312344,8,Carthage,Synthetic Heart,Silver,Biodiesel,No,Jaw,A005,A005
881,Unibot #881,1019,58.69420630331442,8,Caracas,Armor 02,Silver,Geothermal,No,Jaw,A006,A006
895,Unibot #895,1020,58.34592845676554,8,Paris,Armor 04,Silver,Solar,No,Helmet,A005,A005
212,Unibot #212,1021,58.082071225982645,8,Florence,Armor 02,Silver,Hydraulic,No,Jaw,A010,A010
