ID,Name,Rank,Rarity_Score,Acid,Attributes,Background color,Bubbles?,Color palette,Color variation,Deposit,Discrete division,Discrete turns,Displacement level (0-9),Division angle,Division chances,How are you?,Inverted,Mutation,Pointillism,Spike level (0-9),Stripe level (0-9),Termination chances,Termination threshold,Tinge palette,Turn,You smell,Your hotness 1-10,can I touch the bubble?,ooOo0ooOO?,ooh?,oooh?,you are,IPFS_URI,Artifact_URI,Display_URI,Thumbnail URI
19845,FXHASH Logo with Features #855,847,56.1570524022182,False,13,None,None,None,very low,very low,True,False,None,high,very low,None,False,low,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmZsSuDgRYBMnKzZAJW8i1te9SGHhQb6rtyXrYCqikVPCG,ipfs://QmcmdmeDR5jRLKCFGSjJ5tY6HtJwfCtTzDePAadUGgxLMz,ipfs://QmZBWvNjQoAZzUXNnhQ3rB5P2fXqsYBpUZpugYoJpZYdjR,ipfs://QmdZfEAC4aAm7qLBbfFQ6hwtr32nWfwUn4pAvdaK2h5ags
17543,FXHASH Logo with Features #559,848,56.15615486631417,False,13,None,None,None,very low,normal,True,True,None,low,very low,None,False,very low,False,None,None,high,low,None,very low,None,None,None,None,None,None,None,QmZMgADk2rVbtBRFCrEJbBEryddTyvBQuJ1JRqGwEUHASD,ipfs://QmUKM2zijtCoWBCwpotLgouS1PqPiFs93q8myWvzW577SY,ipfs://QmNfiiuEk77izqWt1NGxYbK7tZWBKVP6VDoaxECVKAYmxh,ipfs://QmUVuq62x6gns781FXtC7J9zYx4pzJWtdmNvTnbCVm9nqy
19383,FXHASH Logo with Features #752,849,56.152303363287324,False,13,None,None,None,very low,high,True,False,None,normal,low,None,False,high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None,QmbTUjJ7qazauZrp2DcTTrixDfJ6QPw3LdbhwuAseyVGSM,ipfs://QmUaNiRug7W7aRFCpCBncNKeXtABkjnjkpRWzuaw1jacU1,ipfs://QmezgJBGhcygNQez1i7wVARN1YaLksttiF7om9YaoVt4Wz,ipfs://QmVcD8Q5GV6m66bNvvaZGdtpXsDBRKZbAf7i7miNw5qfFk
11080,FXHASH Logo with Features #376,850,56.1394502299144,False,13,None,None,None,very low,very low,False,True,None,very low,low,None,False,normal,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmcYYgerjcN4BSZ92kMXK8V8R5rKKwTQu59GTJ9FBSnkKy,ipfs://QmP5eECzvq3FM7jMmCLEKYcAFtA1tZfizGohDBndpfMSkz,ipfs://QmcgEujc3ACS272E9WnPQp23kqrezaWSaojCTDxPUbnA5o,ipfs://QmVXSrB55azuugRorRko2d8KbNfz1kDoKM61jJiGxWKvgs
10254,FXHASH Logo with Features #347,851,56.13688999992149,False,13,None,None,None,very low,high,True,False,None,normal,normal,None,False,low,False,None,None,low,very high,None,very low,None,None,None,None,None,None,None,Qmbj97zHXNKt3eGEkUFLeMeozvRNjR7nVCpyke8FNJdAQF,ipfs://QmR6UB9bwALNUJsqrcwD84EY8YVTnRKN7ctwwz3fUFhsJr,ipfs://QmeT9oHkZEY8YHCREUBJwWCu1nVu84o1aWp9CJcEUuvVrJ,ipfs://QmcJ9f3ED3xcj4ZF49yeYjUothYuhpdZCFd9pUV7Kunmys
20008,FXHASH Logo with Features #888,852,56.133519966408606,False,13,None,None,None,very low,low,False,False,None,low,very high,None,False,high,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None,QmXrFNsHZHMdmnaEANjAY2EHhLnw5fm2QezLZQ9ZgwuEan,ipfs://Qmf8t1UiYZUJXj2f2Pr6aFeMq7Jfj3UrRRNKzRoG98nxVA,ipfs://QmSyUfwiGhGZis9PMFg1Cnrr7o1CdNhWrQCZVXC54QNY4N,ipfs://QmdzpfY2myB5tefnm58PC3XRXq8Sj6crA1EwSmjNiDr7Fn
9147,FXHASH Logo with Features #329,853,56.131092187510646,False,13,None,None,None,very low,very low,True,False,None,normal,very high,None,False,very low,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmYbKdjVzh4jgdh9Rwqa4EMDpboi3sVauLX8w8NhmSURfi,ipfs://QmZDDDgZj22KmF8LucqX6hN4owMVQiBqfNb4RZwne5xFDj,ipfs://QmUjEyxWgTfTZoQYM2qjcECDv44GibgiSnzXG3myT32L2v,ipfs://QmZ3XAiVh6nFFwiwhLGoMxEdairWgo7upypw8qXZk3cAPw
19605,FXHASH Logo with Features #825,854,56.1262108659872,False,13,None,None,None,very low,low,False,True,None,high,normal,None,False,very low,False,None,None,very low,normal,None,very low,None,None,None,None,None,None,None,Qme832MNMLtvM2F5AD4f7Y2ZN9Vu4rk5Doz7iYctiPsMFW,ipfs://QmRzZCC8JvTfouwdAcwK7GrNPQiaRZfuEqaULH8MPvcJue,ipfs://QmWSBW6ZGNwWpNJkjNLL71RVExyKf2g6sUjr1FXEwJWiuk,ipfs://QmR1otA59sdDnojaJ9pFYkJShfTVocbGQJvCKBZ6aXKhr2
17955,FXHASH Logo with Features #586,855,56.115737792218845,False,13,None,None,None,very low,normal,False,True,None,low,very low,None,False,high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None,QmQcaPxrD7DSU9FykLzrvfhQixRGUqhTH8iUDXHXvX5pQr,ipfs://QmSZCKQFUnt512fezHGoenmYAM8eMFovdxrXwKaFh3vinn,ipfs://QmZG6NdxJatfLe6if8ovvNMTv7Qv5u4koW9Djty5FXeZ73,ipfs://QmTo1GAQTrTbQajRfRCT5esx7tiGv1ucYvezRWz3aeyZBm
5014,FXHASH Logo with Features #217,856,56.10787654849853,False,13,None,None,None,very low,low,True,True,None,very high,normal,None,False,high,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmPBQ5KMQ9uFvt7Bk16tftNjqjoVegjqxTNyTuZQvfR4Zg,ipfs://QmWDVhz6ZazhjTqdhrSeEwitwpkxXeG8Hy8AqZB967nF9D,ipfs://QmXtrkddrDsivB5kN7n4S1DsRQ9K4WwkfNpQ2NL1zeoVMV,ipfs://QmNnxzuCMbYX7TGmE5tEj1sdfFAephyQMHZqDBZowUnKvS
20349,FXHASH Logo with Features #949,857,56.081652201577924,False,13,None,None,None,very low,very low,False,True,None,normal,low,None,False,low,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None,Qmd7ywj81u4FfMbQ83Q8CWJwB3WKoMGXYwanVKQeVc9Gd5,ipfs://QmcJXLkh3jzUNNTxJc3RFJDyjDfDzTgypScHmC24KHPvvz,ipfs://QmdWugMf5LQF9JezaJQ5o2Suc4SN3TQSKU9eSP7rhZvRMM,ipfs://QmY7yEzxXGsVyQB2xfbRy6bzmmnp7h4CPd7DvAu3D9FJsX
20226,FXHASH Logo with Features #932,858,56.07592005029936,False,13,None,None,None,very low,very low,False,False,None,low,very low,None,False,normal,False,None,None,high,high,None,very low,None,None,None,None,None,None,None,QmdZcdAE7NnGXeGeHyhZ3SsucDJnui3oqzXQoq52m7v28K,ipfs://QmYisyYe1dWgxHKEEaJf8X3EncXjY9j8ww4tmNjWujPaes,ipfs://QmTBp4ABi4WLZR5Yohiv9JR6ySyew6aay5L1u1ciPmGDhq,ipfs://QmeedRuDvSsHAXHe2mJoG7qZePhwcBghWvJU2CrV1uNL8J
19966,FXHASH Logo with Features #875,859,56.074834181831804,False,13,None,None,None,very low,very low,False,False,None,low,very low,None,False,normal,False,None,None,very high,normal,None,very low,None,None,None,None,None,None,None,QmcsVbSQ7j1yjSSd1F6rQdLpZUEAgN3NH6dShkSZ2z1yS4,ipfs://QmVwfhDDaZT4AmXdHkPnQPHnHZ4FXjZeircsPVxWLP9vkM,ipfs://QmXBUf7zbxmn9VK3kKoK5thumn7sTC346umUuC2XUCeYZB,ipfs://QmarjpwB65itRoHPyd5Q6rvd2Yjha5BPc5J7MTMdNnB65j
20353,FXHASH Logo with Features #951,860,56.071238252343825,False,13,None,None,None,very low,low,False,False,None,low,normal,None,False,normal,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmXzUcASsRfbojY8gJEEokQjmjBMp54afHdar1shppM1J3,ipfs://QmazFXTmAos6DSMpMAmLPbNm2seEGMh86Bm8H7navdFwKg,ipfs://QmV4bgm4h7ZqD1fNL66ozH9V3Vxb3GEeytKMaNHdLFwo7z,ipfs://QmNt36PZA5ry2c35LnWopXzqQUZRAg1BBq58z97jHvUSyR
19511,FXHASH Logo with Features #809,861,56.07007165369811,False,13,None,None,None,very low,very low,False,True,None,normal,very low,None,False,very low,False,None,None,high,low,None,very low,None,None,None,None,None,None,None,QmRCf6Fj8wtVe4FZLwpKDetkFWvvshRTXS9SyfXX5m646R,ipfs://QmUQxauYn1vgK8PmXoFMQQ7aXFN4d8Gj6zYwYVnjAB8GQ3,ipfs://QmZSUNpMSXF2HcGhKuWo5vAXeHEqRoENy53GZQFqft5A5B,ipfs://QmUJFa9JUia7X6DNEdVip7h9efmCxMJWQTi7WAZ3LZfuuD
18644,FXHASH Logo with Features #632,862,56.06658433097574,False,13,None,None,None,very low,low,False,True,None,low,very high,None,False,very low,False,None,None,normal,low,None,very low,None,None,None,None,None,None,None,QmbKKwAW2mNb9UKRdaHXQpgf1c1zyBv5ibVnhcaXRQ2Max,ipfs://QmT2KDr7rPvHjdn7b18ZvE6XwbjMCWcfzWsrHFbS52JcWe,ipfs://QmQi7gAAU5VVRoqJLpR67MskiWj57zKUpFmsvYh93s2SK1,ipfs://QmNtisA6vWqDnJ7dqV7hzhrhzhbyjDuBxx3wnhjZhkdnnm
1829,FXHASH Logo with Features #119,863,56.058528735734,False,13,None,None,None,very low,very low,True,False,None,normal,very high,None,False,high,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmRfYjYnUs1yBefF7SP5ECVcRBTamJSMBJ4gw1uRwdeLxM,ipfs://QmacRAMcDZngC3dWQfpyX6dLCfsk8z1EK6JpwNGcgJ1P5K,ipfs://QmTjkDRAHWvpeRBWRQv5HButL7vrAJvYnW4VQpRDcaYZty,ipfs://QmbYyixkrWX3cSWPPjPfEXkbwomGZVsihfrQoJawhLK6dC
13702,FXHASH Logo with Features #433,864,56.058060419827555,False,13,None,None,None,very low,high,True,False,None,high,very high,None,False,normal,False,None,None,very high,low,None,very low,None,None,None,None,None,None,None,QmP4esax2g9EC2zbVqscM6CuAcC7r9CGnhAfXCx3uPcLg8,ipfs://QmU94cAMr1CTW1Q7uk6z4iAWQBfQPD5rnSEXdfs8G7BBvK,ipfs://Qma8FpwXmTqkMiyrKMkWmJ2wqnY9rg21Ph5t6xURc36x7U,ipfs://QmdBZ9YDhaTc5mD6Q1utdBUK67wiGpoZoTmUaL2PbJV5vs
18072,FXHASH Logo with Features #596,865,56.05751421128084,False,13,None,None,None,very low,low,False,True,None,low,high,None,False,low,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None,QmcQhPBCMCfD177d4tifua8zW1CWF3J4Apo679ynH6JjAB,ipfs://QmXqvYnFKAMkV67gutBEYy2vLzeqCNYhPTfiK42StUcSEd,ipfs://Qmb2r2n4x2VcToB2xNHBjzx8wFrkTLWcX7jjnm4LM7qksB,ipfs://QmRiaEe8JRVghcS4RVEnUBjBM2865W19ZXWovJzkWSJevm
16691,FXHASH Logo with Features #529,866,56.04757310717704,False,13,None,None,None,very low,very high,True,False,None,low,low,None,False,high,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None,QmXeU3bV49qKzjPNbiLEY7TKevFZBLxmis2MANeviooQkU,ipfs://QmaRBSQw3wjXsmTrfafEW6G4dfoKwBRqD1jQvETZv3djxi,ipfs://Qmc2AVkaNLR6V13FH4p6jb54a4LcG3Yg3QTRr1ngJw3bME,ipfs://QmQ2XUmxeA7cMnuCfFxvmSJ8QRNFjEURBKAj8PS2dDMyYf
5433,FXHASH Logo with Features #227,867,56.04608377671063,False,13,None,None,None,very low,very low,True,True,None,normal,normal,None,False,low,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmejWxyQQ5rC7Huu666uiwr7MNbEdSSWLNqHUE4uKm8txM,ipfs://QmXWUqhuAv7Bd6K59v8A9oi8azpPeRqFPP8Pf4fCDDQgHo,ipfs://QmRAmNsT2VsQcujsyPVnfiMHEMmXFdnNvJkUUx9PAch7vx,ipfs://QmRTizrC6az3vomu165Ek88E3ep58vjx2tYWV1Esbkc1Qz
19210,FXHASH Logo with Features #723,868,56.039388700362466,False,13,None,None,None,very low,very high,False,True,None,high,normal,None,False,low,False,None,None,low,very high,None,very low,None,None,None,None,None,None,None,QmXvWtHABEeSHzrLcT24cTu8ZxUiHbynmcja48X2keuhJ5,ipfs://QmdrRAGddjcitLZL24nLM7hHjH5A4naPnCvnq77TXb5CLF,ipfs://QmXNkLvBuZ3eCiFD9iZvcoQyzgidGMZnE8DHq6VZfcciFB,ipfs://QmbcoDnkNt5GuqfgfccG1oPLhL2amnfAW3somazSg3vGCz
19004,FXHASH Logo with Features #685,869,56.02798786013215,False,13,None,None,None,very low,low,False,True,None,very high,normal,None,False,normal,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmWaWLagfQnzAQo7yq2QjoSjVhrNLgnJsAEhucpUNRsyMX,ipfs://QmcCQVPdfkphkbTGs3NK7k18KeEoigW4nneREcB69SZcLG,ipfs://QmWzhgyBpZDtQsEwzRju8AP8oPSBkeWhwER2ABoEVCiifY,ipfs://QmTxmP51deTRa2WwxBxLR9e3cdcj5YCWVWJkAYuB2F9rjk
18674,FXHASH Logo with Features #634,870,56.02534386427848,False,13,None,None,None,very low,very high,False,True,None,low,very low,None,False,normal,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None,QmcNdvPL4R69xStqBFuTaS15rhtqjsAZ1zj646tfKEP2iG,ipfs://Qmdd3GYjZcNteKCwq3aDRdnmf42eJEdGxCeN2kWijSWNvZ,ipfs://QmVw7YMXQPHJa3KzmMtAC7WNnggPY9NkV7ZLs9j9BFraL7,ipfs://QmapNxFh7K5Y55QHLcyehYpZpeqWwEVqusqAVZzDC67esr
2429,FXHASH Logo with Features #154,871,56.020569618339835,False,13,None,None,None,very low,high,False,False,None,normal,high,None,False,high,False,None,None,normal,low,None,very low,None,None,None,None,None,None,None,QmPvcMBVLCg1wo9KF6XJSTToHmseeBFvy77qcY3QGKQ6Qb,ipfs://QmXcNCkt27yny5HmMfCbQJJfe6b1AuzDy7VChdVowTUK76,ipfs://Qmf22avbXabUxwcCtiY7P2HLJuk5TuVDtJ3FeNS5HUxtV4,ipfs://QmVakjh83vtSkfEAq533BXiRsJ9sAByFiKK2nHByKLnrpf
20043,FXHASH Logo with Features #896,872,56.01170490028051,False,13,None,None,None,very low,low,False,False,None,normal,normal,None,False,low,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None,QmdgexkFCrhcPQj773XvSoCH8YLVjJ67HzN2HzwYQKT87A,ipfs://QmQF4UzcxgLVrqXUrq9bMC6rLfVqU6fxe8T4yC4j5JxMES,ipfs://QmPeqpZjLJCsGqqD5WEdCtqmwevxkSoQyCjU8Nhfpr9QWu,ipfs://QmUkaKMTGFFTCkt68QBwgxmRmVG1JfuGX7viUy7oiXCLjj
11899,FXHASH Logo with Features #394,873,56.006020432188045,False,13,None,None,None,very low,high,True,True,None,normal,normal,None,False,high,False,None,None,low,normal,None,very low,None,None,None,None,None,None,None,QmNwdz6wzdz3JpvhGhmevCk4sncdXDn2tJk2wdG1Pa7tfv,ipfs://QmXjxmqxw17DCKyZfpLe9tKwepa1sQmpfHMNCdnehBWqhw,ipfs://Qmc4WkxQqzV1FbLAiLrySos8SMhTMrYqgnW5jQU82AXg3G,ipfs://QmWNz8snMjdpCZ8S7Qnyh5dWwtmb2hnttsD8jwwuVrTvRS
7793,FXHASH Logo with Features #314,874,56.00533651351697,False,13,None,None,None,very low,normal,False,False,None,normal,low,None,False,high,False,None,None,normal,very low,None,very low,None,None,None,None,None,None,None,QmSdygzznQvUuJEc7RuEvsNbgMPmG5nWHwDgvyTgHo6uq6,ipfs://QmVmHbBctmWSFG8dhV6VbkQmxcjT4Zb15nVJpmNKGea4cK,ipfs://QmPVE6DrBXBYshxBrb3E8AWMUzkfhyQJwn7BcVQKUPg94t,ipfs://QmcwrvKFBpBLWmuRMFXVYjy8XDrrvdP575PH2NREeRL6o9
10169,FXHASH Logo with Features #344,875,56.002229813861305,False,13,None,None,None,very low,high,True,False,None,normal,very high,None,False,high,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmTFbM4z8HjrNRfby7YwGqGmQKpNvEBkbnUcFfTR6zmEZL,ipfs://QmVQwbkK44WWMfTHHRkVw9LCieKxgqEVztvui3DtaC681K,ipfs://Qmcd7fX5RDvX437ogp3DhP126kDwUBQKUKZ8MBSSbaewSt,ipfs://QmXzWZa7MWqjbCGAwfiqdCk65zkEmWqHaTJcMCQ8gRz9GC
19892,FXHASH Logo with Features #862,876,55.99624927221436,False,13,None,None,None,very low,high,True,False,None,high,low,None,False,low,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmbLjNSsZ7n2cksTCukVFs7FCFTzX4UjWS4RkR8KRsb2Za,ipfs://QmTFqjoRKYahWGQqkPqcE8Fk5HQfhf686oSc3tQmXTf4nz,ipfs://QmVeTpLTfrhpfQi334Lt3gqjz9smgmnGBRmX5f9B328gw8,ipfs://Qmf9WNsVhNA2nrujJ6qi64DHGbf7JoHvWUeFrGUZkSSmxM
3867,FXHASH Logo with Features #198,877,55.99319705113783,False,13,None,None,None,very low,very high,True,True,None,low,very low,None,False,normal,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmNPw2dTW4n5Fze24tju1eWEpQQi6dU4wPz2zxhS5QYiqj,ipfs://QmXkACF3vSzFkWXKrJDbMotbZ8JM8SJuHpVopH18gjwKz2,ipfs://QmcHEfq5Yu64YpfHvRP2dbdKov3TaHkr1GikkMp5kNu4i8,ipfs://QmadQpeUvE5P6pP14bKR3BNZUkEwP4aMRjkJYzyJRmvXVX
18180,FXHASH Logo with Features #601,878,55.985767091195775,False,13,None,None,None,very low,high,False,False,None,low,very high,None,False,high,False,None,None,low,very high,None,very low,None,None,None,None,None,None,None,QmeE5sW4PAvsXFYGTyaukRmLnh4NY9x4qRShYd1SupfGH2,ipfs://QmZ2yw3UJUVXfJjAhrd39a83NYW2Dc6LhwCUnNJAidLHYM,ipfs://QmX5NmZhSP4JqAWCHAtcCUyB1p3UfhudgnshzvXNzMksNu,ipfs://QmUY9kvo7rtHNPsJiCKoaLZrTWKQNifJzoqzJjk7hKY233
19144,FXHASH Logo with Features #709,879,55.98381021700116,False,13,None,None,None,very low,high,False,False,None,normal,very low,None,False,high,False,None,None,high,low,None,very low,None,None,None,None,None,None,None,QmXA2mEWCmnTLiT5uTSaj6pwUkCVNvbqD7tTHyem6KMU9j,ipfs://QmQaursphWkf9JzFo3ZNDBUtBN8iWW4z8xmGjRFZYFxfPx,ipfs://QmZsHWajyBi6vkm2SA1z3e7EuVxCP4GLtFx7UqXUrXNU4y,ipfs://QmY91pF7psLD3Yxy7tJpcui14btpWRgarNQP8Jr6qJThjb
830,FXHASH Logo with Features #82,880,55.98289092562147,False,13,None,None,None,very low,high,False,True,None,very low,low,None,False,normal,False,None,None,normal,very high,None,very low,None,None,None,None,None,None,None,QmUDxBrxTRfkhLAqYQPhV5duFqQJLqiuFrvNxoD9w4PDWi,ipfs://QmUhGGPMPDeXwzKZ3Yd5rEa4hQoRPguQFvudREQqNQx2rs,ipfs://QmdNcDbaaD8qfDbQyzS1WGPFeFtR8gUVmZvNTeRLsMYYTs,ipfs://QmVCP3j99BXgjJQs1s8QcTuWPLssGMSERJBoX5oNGv8E34
7349,FXHASH Logo with Features #291,881,55.96633670551593,False,13,None,None,None,very low,very low,False,True,None,low,high,None,False,normal,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmPwEDUHYn2EWEanRbvAWHk9JD7wbQWTA6WzWVYnEtofkq,ipfs://QmaqYn4kNrc25ay4nXCeQwdC3EwhHpu4tHEMQP3nSrFr6Y,ipfs://QmZRUAJaiwBjdxakeBr3mrLJVGDhhNLqD4JnPNASP4GbqW,ipfs://QmYaMKruw4AyTwnGqL1qRmQJACKEmYqoKn8Eug7PnSzLFm
4413,FXHASH Logo with Features #212,882,55.96576995661464,False,13,None,None,None,very low,very high,True,False,None,normal,normal,None,False,very low,False,None,None,very low,very high,None,very low,None,None,None,None,None,None,None,QmUxgu2yqek96Yvd5fAeBxtayfrGesEUg6TzxAY57w4B8z,ipfs://QmfLE7kgk4hfCHSvdC3EVLMekXCygyB9ackds3UQwKTnqA,ipfs://QmUyqUV1b6GKf8rtqcBssi6YfaRJRcusbWCihKjknUJMeq,ipfs://QmbSxU4QC4yTSPojycPbzUdnSucXfw3TfE68xxM2sSpM3h
19744,FXHASH Logo with Features #844,883,55.95654931616152,False,13,None,None,None,very low,normal,True,False,None,high,high,None,False,normal,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmeXbsWSThAhgpgFTgxTTSaXaCPeyChP5g6V3DEmC3f5Sm,ipfs://QmWKqR9EUJujkyhRERjguSvibJ3vyUisyGSwvDz4AAEKLt,ipfs://QmekYGBC993JVFdFT7pWm64DAwjvgdpjFgWB87RsCTDZka,ipfs://QmbzHXwCFCENyYdqQe5V2RSwQ4ymoXBqQGDqQuD2hwCM4Q
19931,FXHASH Logo with Features #868,884,55.95166697287072,False,13,None,None,None,very low,normal,True,False,None,low,high,None,False,high,False,None,None,normal,high,None,very low,None,None,None,None,None,None,None,QmReTQaSQZjdn8QoC98xgkTAfdvT9Xkrp2Dav5ZRx8RPd3,ipfs://QmSG9CH2kQfUFT6R62dNzRGL4x1iCWft5NuQ347Rxy9F93,ipfs://QmdFQ5GFUGHnZ84SXYXkC2H9emvjRnfyikvf6CcouYXh5G,ipfs://QmQvp4g3XebtmjWYUo8UXcAWRYsCEpLJC1FMdS3ywm9USS
366,FXHASH Logo with Features #45,885,55.93469018797857,False,13,None,None,None,very low,very high,True,True,None,normal,low,None,False,low,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmWLrS6MmAfzabCzwQNvkVXi8QFJbuSZJLGaazWD6Y3gbo,ipfs://QmQwNr4bHBokvdhPENVytxUcdtG4RMdusftvjqMFEvP5g2,ipfs://QmcCLQc8TCXiNR733xLXk7bdwdQWWQ7JE1xQXYsBbKh1sE,ipfs://QmRb7hpmRbPyRTJjaGCAuLoahFE2D6YKUaYVRA9BrppY6z
19470,FXHASH Logo with Features #803,886,55.930171962962824,False,13,None,None,None,very low,very high,False,False,None,normal,high,None,False,very low,False,None,None,normal,normal,None,very low,None,None,None,None,None,None,None,QmStFmV3Gc3YWKBeDnP1oLmGEaqmpAQQzZgAK8rqhBr1Eb,ipfs://QmULzTcaqGvcDPRrYwegatE6Ut4nd6DATEPJHLUiqXbeJf,ipfs://QmeATanV1L4qG9FUcuMeS8ts3a81qEEYb5TMi3gM9MhLKL,ipfs://QmYsVjqxLsvVAN1TVRKgnwxG8grDS67EZjamGPCsafmADv
6332,FXHASH Logo with Features #255,887,55.90560455224787,False,13,None,None,None,very low,normal,False,False,None,high,very high,None,False,normal,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None,Qma8THbrtamgL7hME2a9uotGjKGcSLLaU3crWREGKd9yMW,ipfs://QmaGrcACqUTVkrXqBy3HQYrqB5cxHRHG1NsaR59orqGDAR,ipfs://QmScYKMCvtBFzxEPAC6SsSRXbVGAfpWzJG8HaevxvsBCFS,ipfs://QmQFPvQrRvuqccyoVe1CzFiC61Ec2LmPNeMbspRQ8sHunX
7810,FXHASH Logo with Features #315,888,55.875943776706876,False,13,None,None,None,very low,high,False,False,None,normal,low,None,False,high,False,None,None,high,normal,None,very low,None,None,None,None,None,None,None,QmTYukATgbLkXUpCzuduAVF4xs5z5arbpm1sDts8fSPVC9,ipfs://QmaTYNSUbGzv7hFrojpuSRX63tPSCpJX112DSHK2aYdqgP,ipfs://QmR1qHUjnUf7Kn9893NtXTSYL2gkcWNThg55ypQhp6vRuX,ipfs://QmcjqraWkNPKaqDj6CHuyoskpTT2rc1bdbaurPPruwYp7K
20263,FXHASH Logo with Features #937,889,55.868340661956765,False,13,None,None,None,very low,low,True,True,None,normal,very high,None,False,very low,False,None,None,high,normal,None,very low,None,None,None,None,None,None,None,QmPZFS3wTPeXF5UMUdwccRwT2PwaSK31RXykUNuuqbrrJU,ipfs://QmVTxnfK3nbKBeGuQVtZHs7Qrmgf7qFySeVgXCTp2g51s1,ipfs://QmRRNCaMHbo1UpcjLtWWpC5fGoSTx6kFJQhN2fCPKARZWZ,ipfs://QmfCcu5HUf88VNHd6qwrg8zwT3Rs6gyFN1NYymW3B1HGH1
19305,FXHASH Logo with Features #737,890,55.867381356042564,False,13,None,None,None,very low,normal,True,False,None,normal,normal,None,False,high,False,None,None,low,low,None,very low,None,None,None,None,None,None,None,QmUFAbRPA7zxzaJTLFxPq64uHNYnhgcUwYvEWaevQZym3H,ipfs://QmZKpN6V65138GqKzNSw8JVS51U8ByT3V4RB6E6tz4vxsP,ipfs://QmVKp7PLTzj9k2Mf8Hss2cAM8CavpkyMEAojpTZRDreCs8,ipfs://QmeeHFy9qdQcVZjn2m3KPNvXvuP54i14Gof7jLKjHstZmi
3256,FXHASH Logo with Features #172,891,55.86651680367615,False,13,None,None,None,very low,very high,False,True,None,normal,normal,None,False,low,False,None,None,very high,very high,None,very low,None,None,None,None,None,None,None,QmRLUwivxNm7LPjD6JYEogn4Mdoxctinp5r51CWr9GyLTg,ipfs://QmVQTRv3w6EWqqki3AvM9VCQZkrQNJfwE3YEDrPULsUaR8,ipfs://QmRSM1ufBK34c9iXX1ufmkMQjyrgyD5JrGb5cXUZRpQ57z,ipfs://QmU7gYnJMoTtgLiejcr2XtAih8TLot6LQokMvk9Uer5zjA
20632,FXHASH Logo with Features #998,892,55.86233206310298,False,13,None,None,None,very low,low,True,False,None,low,very high,None,False,very low,False,None,None,high,very high,None,very low,None,None,None,None,None,None,None,QmZwL8dkuvG4zCu2ykden58aRRCN73PDzhj8JL9m77U4EG,ipfs://QmPPuXnDqqnW74H41C53i4VdfBXbCB9pp3JLivdXpHVseq,ipfs://Qmcz8nZys9G3ZqPsiGJq3e7EFsHWKzgA9mMoBpdR6qYMJQ,ipfs://QmSScQNGXCzVhMXfxZuF6Zd1ZBmmrnoTLzL3de7HxBUP2N
18255,FXHASH Logo with Features #610,893,55.85832383002902,False,13,None,None,None,very low,normal,False,True,None,normal,high,None,False,very low,False,None,None,high,normal,None,very low,None,None,None,None,None,None,None,QmewQ1umQd5uvBAzfzTnsvxUN7Esj4Nu9HyL58vHAEVpvD,ipfs://QmdeL9823epxgSwX8WPcUABJsuZbcUp5MNP4vGgRNFsiER,ipfs://QmeffGvfeteySNUhPmct216NcC9y15h5WPsAfxgvbUCx2y,ipfs://QmV6dKcEVhMcSsNJWmbhrqN8m5cNMubrbvA6gPJE26wTkb
3927,FXHASH Logo with Features #203,894,55.845530562163056,False,13,None,None,None,very low,low,True,True,None,normal,low,None,False,high,False,None,None,very low,high,None,very low,None,None,None,None,None,None,None,QmUqzWr8mPD7Nxtz8iEcwN9YbjjNrBot9NDtTtSFuMNUy8,ipfs://QmNjrK2nDn6c7jaUy6LpFZygSKtGjmjqFAuxd2yQpa2Srv,ipfs://QmdoyYsaXCaCaPkj8sqZQaKdVLQYLQxAFG4yBpsTEWoKuw,ipfs://QmUd4ok2DCBoYg3Ahtn1Qu4PMX6epkWzGNVxxsBXkR1U5r
